iso3,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,borrowing_ability,avg_prod_k,tau_tax,pov_rate_2.15,rho,max_increased_spending,shareable,income_elasticity
CIV,5537.369757684749,28160542.0,0.52661,0.44117726619149267,0.44166666666666665,0.5264144049225482,0.1072404611072749,0.115022170219,0.06,0.05,0.8,1.5
CMR,3723.5323365555096,27914536.0,0.58733,0.5426972877468083,0.5,0.4033385932793022,0.018480421884311468,0.256575177358,0.06,0.05,0.8,1.5
COD,1132.65423032115,99010212.0,0.46837,0.4,0.375,0.32771689599153253,0.08738361221216613,0.698637778178,0.06,0.05,0.8,1.5
COL,15616.752219973494,51874024.0,0.8205,0.5172414705972652,0.6916666666666667,0.34146505174868186,0.14851494062419704,0.06613518166,0.06,0.05,0.8,1.5
COM,3245.76869721125,836774.0,0.29864,0.26666666666666666,0.3333333333333333,0.24532955097242454,0.044055268956522696,0.186437217461,0.06,0.05,0.8,1.5
CRI,22070.920974668297,5180829.0,0.82042,0.665176892969537,0.675,0.43261932255359703,0.3283491382560658,0.008868735494,0.06,0.05,0.8,1.5
CZE,41052.6470916984,10672118.0,0.7437699999999999,0.5393701498150425,0.925,0.19013098402060497,0.3821570414408339,8.1421604e-05,0.06,0.05,0.8,1.5
DEU,53969.625548865006,83797985.0,0.77648,0.6063789838354662,0.9166666666666667,0.21800234539705118,0.39996771282976556,0.0,0.06,0.05,0.8,1.5
DJI,4989.408723231809,1120849.0,0.7837999999999999,0.6,0.5,0.5545364212082405,0.11434612907905987,0.190792072931,0.06,0.05,0.8,1.5
DNK,59935.1199155773,5903037.0,0.8836700000000001,0.6982914904907482,0.9166666666666667,0.21172682437904242,0.451933018728411,0.001649913074,0.06,0.05,0.8,1.5
DOM,19338.0151125748,11228821.0,0.83848,0.5853167226634055,0.5416666666666666,0.24862508642175815,0.17702126959964037,0.008537285128,0.06,0.05,0.8,1.5
DZA,11198.233482802696,44903225.0,0.74772,0.8,1.0,0.21997907059240865,0.15171819865226208,0.004554675293,0.06,0.05,0.8,1.5
ECU,10859.217829113702,18001000.0,0.6456999999999999,0.563095812503476,0.43333333333333335,0.18060502619358446,0.13754670328584065,0.031807919477,0.06,0.05,0.8,1.5
EGY,12780.759867658198,110990103.0,0.42967,0.6082203936160391,0.4666666666666667,0.7411056618723808,0.12552285229834584,0.014670147196,0.06,0.05,0.8,1.5
ESP,40223.0125356769,47778340.0,0.81304,0.6061794448483766,0.7666666666666666,0.16670477850299206,0.37154762542878333,0.008863663023,0.06,0.05,0.8,1.5
ETH,2381.16578430493,123379924.0,0.22661,0.7333333333333333,0.5083333333333333,0.4834511165692108,0.06820997206180943,0.269846056657,0.06,0.05,0.8,1.5
FIN,49418.77939735638,5556106.0,0.85681,0.6963851362078851,0.8916666666666666,0.19991804595040583,0.46204729570000197,0.000276208987,0.06,0.05,0.8,1.5
FRA,45904.4112972518,67971311.0,0.81509,0.5654372974328619,0.95,0.17668124683823622,0.43700873583815547,0.001148958258,0.06,0.05,0.8,1.5
GAB,13939.7868122861,2388992.0,0.90735,0.4267726317339799,0.5041666666666667,0.27297777313868626,0.06693352380557857,0.024686419565,0.06,0.05,0.8,1.5
GBR,47587.16734595519,66971395.0,0.84398,0.642071262418551,0.8500000000000001,0.21166971628155043,0.3696609085723939,0.004993337475,0.06,0.05,0.8,1.5
GEO,17078.3409616702,3712502.0,0.60297,0.4799341211716937,0.6416666666666667,0.26043967643408783,0.3799882950747853,0.054850259814,0.06,0.05,0.8,1.5
GHA,5480.32998341512,33475870.0,0.5861500000000001,0.5975740580549966,0.47500000000000003,0.4015998812071467,0.045688860432987324,0.252085535489,0.06,0.05,0.8,1.5
GIN,2699.1288547588897,13859341.0,0.37668,0.491227769978424,0.6666666666666666,0.5326179953434279,0.07583308709919642,0.138200995171,0.06,0.05,0.8,1.5
GMB,2113.61484432613,2705992.0,0.63852,0.6666666666666667,0.8333333333333334,0.5058967226596787,0.081704904290294,0.172421335913,0.06,0.05,0.8,1.5
GRC,31704.4256099332,10426919.0,0.80357,0.5450174951544926,0.6666666666666667,0.12470324872956334,0.3655127941560092,0.008064955208,0.06,0.05,0.8,1.5
GTM,9162.05278751063,17357886.0,0.52666,0.4666666666666667,0.5583333333333333,0.3252414222281725,0.18070439655011558,0.095213027306,0.06,0.05,0.8,1.5
HND,5709.12420809714,10432860.0,0.596,0.2604377998089767,0.6041666666666667,0.24259264015249607,0.12120407572983878,0.127429917407,0.06,0.05,0.8,1.5
HRV,34302.348815210695,3855600.0,0.58219,0.46871646681844575,0.6333333333333333,0.20341490490168024,0.3163605431380921,0.003139338613,0.06,0.05,0.8,1.5
HTI,2799.1125613458894,11584996.0,0.5882000000000001,0.5333333333333333,0.5,0.11433196860146515,0.13111107898705868,0.291921948523,0.06,0.05,0.8,1.5
HUN,35356.7758131528,9643048.0,0.72552,0.6448860437011493,0.7083333333333334,0.20937668409697455,0.48383332647140515,0.003514764117,0.06,0.05,0.8,1.5
IDN,12409.758854951999,275501339.0,0.57934,0.7011917233988042,0.6333333333333333,0.1761408179006248,0.1996435438293816,0.024729117009,0.06,0.05,0.8,1.5
IND,7112.03939594585,1417173173.0,0.35872,0.7738320593043702,0.775,0.26808751560353083,0.1426823928591273,0.118991602614,0.06,0.05,0.8,1.5
IRN,15461.079338719,88550570.0,0.76807,0.5945261939061661,0.8333333333333334,0.16736178418633862,0.05320926365118401,0.009220822952,0.06,0.05,0.8,1.5
IRQ,9199.020693691231,44496122.0,0.71354,0.2611828188184946,0.36666666666666664,0.4073304239369676,0.1168154716331102,0.000887524669,0.06,0.05,0.8,1.5
ITA,44292.191184356314,58940425.0,0.7165699999999999,0.6623002024068627,0.7,0.14345010664311653,0.3968763376953606,0.008277917637,0.06,0.05,0.8,1.5
JAM,10107.864790295696,2827377.0,0.57008,0.4576234933087918,0.5166666666666666,0.17381211069959124,0.22145530226574614,0.01177245927,0.06,0.05,0.8,1.5
JOR,9490.666715875366,11285869.0,0.91827,0.5705707672674138,0.43333333333333335,0.30982958107400826,0.21035896626097958,0.000408548828,0.06,0.05,0.8,1.5
JPN,41641.16500511999,125124989.0,0.91955,0.5890552972778644,0.8083333333333333,0.21067857354295638,0.3840743604380477,0.007278878874,0.06,0.05,0.8,1.5
KAZ,26093.294584983396,19621972.0,0.5799,0.4874772623375023,0.7916666666666667,0.4992063423501769,0.2610296830380486,0.000151407911,0.06,0.05,0.8,1.5
KEN,4881.531729286371,54027487.0,0.29002,0.6358429590097112,0.4833333333333333,0.44207779697977306,0.08247856120141436,0.361460557542,0.06,0.05,0.8,1.5
KGZ,5070.150235926509,6974900.0,0.37461,0.43921454752004147,0.4583333333333333,0.485430091589271,0.2890595315774666,0.013309736024,0.06,0.05,0.8,1.5
KOR,45560.1250389275,51628117.0,0.81427,0.6918635585867663,0.9416666666666667,0.20279720920777902,0.3034356207842294,0.002266651427,0.06,0.05,0.8,1.5
LAO,7947.658797321378,7529475.0,0.37592,0.5617039206533438,0.22916666666666666,0.2864886795282072,0.12708414580632574,0.071383628289,0.06,0.05,0.8,1.5
LBN,12986.912832522998,5489739.0,0.89262,0.3565122472738893,0.25,0.17788026340875157,0.15961734916292222,0.0,0.06,0.05,0.8,1.5
LKA,12200.1373948947,22181000.0,0.1902599999999999,0.5388648938202181,0.36666666666666664,0.34732239754243355,0.1550440431934355,0.009586125507,0.06,0.05,0.8,1.5
LSO,2240.3392510214594,2305825.0,0.29943,0.4,0.24166666666666664,0.21715833947341423,0.23227487981308198,0.323999109936,0.06,0.05,0.8,1.5
MAR,8083.365234374999,37457971.0,0.6459600000000001,0.6986300833767103,0.75,0.20080164161649414,0.12177803568663795,0.014431101154,0.06,0.05,0.8,1.5
MDA,13308.417334626298,2538894.0,0.43173,0.4660296594661768,0.375,0.4075954431814228,0.4814199819642096,0.0,0.06,0.05,0.8,1.5
MDG,1502.48218160534,29611714.0,0.3988199999999999,0.6,0.3125,0.4516007373953485,0.07739369193115804,0.80730057901,0.06,0.05,0.8,1.5
MEX,20254.7811446095,127504125.0,0.813,0.45896844343331944,0.7083333333333334,0.23087021820623913,0.17087523094750345,0.031000052181,0.06,0.05,0.8,1.5
MKD,17128.760501541896,2057679.0,0.59118,0.48001441815385143,0.4833333333333333,0.2633828630982844,0.3179373470997721,0.026633504383,0.06,0.05,0.8,1.5
MLI,2132.6233149007703,22593590.0,0.45437,0.5736654482148582,0.4083333333333333,0.6798061699455986,0.08982290665962211,0.152188068547,0.06,0.05,0.8,1.5
MMR,4249.87615142487,54179306.0,0.31771,0.4180693914260636,0.5,0.34198358432077974,0.11032814494290177,0.019911567273,0.06,0.05,0.8,1.5
MNG,12073.245456961598,3398366.0,0.6893,0.38223813366532067,0.5583333333333333,0.22914325221774237,0.28324534474521473,0.007115855819,0.06,0.05,0.8,1.5
MOZ,1250.77241374562,32969518.0,0.38187,0.7136908668824892,0.5833333333333334,0.3294826964673195,0.08286828381209516,0.743807658951,0.06,0.05,0.8,1.5
MRT,5330.21450287031,4736139.0,0.56923,0.6666666666666667,0.6666666666666666,0.22076578577680425,0.1260698817954141,0.064908373034,0.06,0.05,0.8,1.5
MUS,22841.35054640709,1262523.0,0.4081,0.5742250470100161,0.6916666666666667,0.32153921983997297,0.27815368373263133,0.001253137091,0.06,0.05,0.8,1.5
MWI,1466.8794173168403,20405317.0,0.1798,0.8,0.6666666666666666,0.9707059348850776,0.11147329638358644,0.700605987387,0.06,0.05,0.8,1.5
MYS,28383.618646256495,33938221.0,0.78214,0.7205719607313039,0.7583333333333333,0.24949212698674084,0.15322399622846106,0.000110286496,0.06,0.05,0.8,1.5
NAM,9762.776892385069,2567012.0,0.53956,0.6244079980796371,0.5333333333333333,0.312294397553134,0.1210603560359769,0.156170136674,0.06,0.05,0.8,1.5
NER,1274.6417414679997,26207977.0,0.1689399999999999,0.6666666666666667,0.4083333333333333,0.23278847187557952,0.052466495537785936,0.50905936535,0.06,0.05,0.8,1.5
NGA,4963.160312959289,218541212.0,0.53521,0.5289779172613325,0.5416666666666667,0.33211773435943276,0.08209730808525753,0.308632983511,0.06,0.05,0.8,1.5
NIC,5822.353524705861,6948392.0,0.59556,0.5839488873340655,0.4666666666666667,0.26510141584931673,0.15225601303932546,0.039410286567,0.06,0.05,0.8,1.5
NLD,59249.167003969895,17700982.0,0.92886,0.6848459183373843,0.9166666666666667,0.2157709406280088,0.3933057340308072,0.0002796322,0.06,0.05,0.8,1.5
NOR,67460.27827846087,5457127.0,0.83664,0.7135282568782568,1.0,0.23773524714427238,0.4351961126695954,0.001565339637,0.06,0.05,0.8,1.5
NPL,4001.69995474296,30547580.0,0.21451,0.543613903690862,0.6666666666666666,0.31064782597856616,0.3053614946613031,0.082404990953,0.06,0.05,0.8,1.5
PAK,5376.96685550493,235824862.0,0.37731,0.5128272667527066,0.5083333333333333,0.6522309077626153,0.16331691342241056,0.049324480598,0.06,0.05,0.8,1.5
PAN,33266.4768445342,4408581.0,0.6914100000000001,0.44902131420840696,0.7083333333333334,0.24867076843824124,0.16498048998975656,0.011082572996,0.06,0.05,0.8,1.5
PER,12743.9423914767,34049588.0,0.78708,0.4081936571991137,0.7333333333333334,0.2774178440794039,0.13922899790479434,0.02871748751,0.06,0.05,0.8,1.5
PHL,8581.93769298126,115559009.0,0.47977,0.7435303007378833,0.6416666666666666,0.3459349526152716,0.36342277809657764,0.067541309528,0.06,0.05,0.8,1.5
POL,37706.606128398096,36821749.0,0.60134,0.45110590521357724,0.775,0.42158623054222205,0.3977643288747975,0.0,0.06,0.05,0.8,1.5
PRT,35767.7225752854,10409704.0,0.67381,0.598726219230438,0.7416666666666667,0.1251835191172326,0.37523205358428224,0.004722897288,0.06,0.05,0.8,1.5
PRY,13531.396663349,6780744.0,0.62818,0.4804687854724018,0.6583333333333333,0.32039027475084436,0.11175821435931228,0.013295584114,0.06,0.05,0.8,1.5
PSE,5722.40917459721,5043612.0,0.77291,0.4666666666666667,0.3333333333333333,0.28621480308801545,0.051741067951634453,0.00502717341,0.06,0.05,0.8,1.5
ROU,32495.909160571402,19047009.0,0.54489,0.4036449922733403,0.6916666666666667,0.3181439389878922,0.44838978531040435,0.014093622224,0.06,0.05,0.8,1.5
RWA,2364.8019699513807,13776698.0,0.17721,0.8,0.5,0.585174807157438,0.08853394670627733,0.520053934004,0.06,0.05,0.8,1.5
SDN,3570.6074218749995,46874204.0,0.35956,0.6666666666666667,0.6666666666666666,0.6196936360546678,0.07112568907392472,0.152630599415,0.06,0.05,0.8,1.5
SEN,3564.6281367603196,17316449.0,0.4908599999999999,0.5152567271479656,0.5208333333333333,0.3456410886964015,0.14326657011841715,0.092225657019,0.06,0.05,0.8,1.5
SLE,1634.76383028533,8605718.0,0.43831,0.5491767239521866,0.6666666666666666,0.944750855404646,0.039823842752410306,0.260620341212,0.06,0.05,0.8,1.5
SLV,9396.01377999827,6336392.0,0.74767,0.6260676719994388,0.43333333333333335,0.30212378059748374,0.3541452756014177,0.033633981754,0.06,0.05,0.8,1.5
SRB,20885.8886079244,6664449.0,0.56873,0.5111993892256985,0.575,0.2280092387089795,0.36062287214411337,0.015570310022,0.06,0.05,0.8,1.5
SVK,33176.1845690068,5431752.0,0.53909,0.5623022545867079,0.6333333333333333,0.21839330687198988,0.3449922278949884,0.001181162619,0.06,0.05,0.8,1.5
SVN,41015.2252312307,2111986.0,0.55751,0.6681934502451844,0.8,0.15744270973287583,0.40995787648030935,0.0,0.06,0.05,0.8,1.5
SWE,55316.33861707689,10486941.0,0.88492,0.5999160592339046,0.9166666666666667,0.22170190067143244,0.43505055096432216,0.003890895303,0.06,0.05,0.8,1.5
SWZ,9058.58317666301,1201670.0,0.24576,0.6,0.5416666666666667,0.31404057961183984,0.20829059007857817,0.360798469645,0.06,0.05,0.8,1.5
TGO,2202.72681593814,8848699.0,0.43921,0.23100590589337763,0.3875,0.3975163837569679,0.0765943109375695,0.284347965949,0.06,0.05,0.8,1.5
THA,17507.620193015195,71697030.0,0.5288900000000001,0.5344902107790523,0.7416666666666667,0.2661875047234859,0.7860468255111798,0.000139610218,0.06,0.05,0.8,1.5
TJK,4137.2775995373595,9952787.0,0.27968,0.5838001143080322,0.4583333333333333,0.10886153287159044,0.2682811511132454,0.06114529141,0.06,0.05,0.8,1.5
TUN,10569.050828622998,12356117.0,0.70214,0.394376725177459,0.4458333333333333,0.4027351818419936,0.150413180481075,0.001400615474,0.06,0.05,0.8,1.5
TUR,33149.4982176858,84979913.0,0.77022,0.5962344510255896,0.575,0.23191721266739587,0.24981998809468958,0.003606097893,0.06,0.05,0.8,1.5
TZA,2623.86157226563,65497748.0,0.36682,0.6578896413368731,0.4833333333333333,0.33928612187221824,0.05981794050330903,0.449493228434,0.06,0.05,0.8,1.5
UGA,2280.07374296159,47249585.0,0.26159,0.5970655828189557,0.5666666666666667,0.5221099997715624,0.07528404638352144,0.422077286299,0.06,0.05,0.8,1.5
URY,24426.6593485458,3422794.0,0.95688,0.5714973299953743,0.6333333333333333,0.22444330821553823,0.29048030660700275,0.001121549992,0.06,0.05,0.8,1.5
USA,64623.12562974459,333287557.0,0.83084,0.6345556717069485,0.9083333333333333,0.29780171552966045,0.4007386429627754,0.002487189622,0.06,0.05,0.8,1.5
VNM,11396.5313049957,98186856.0,0.38766,0.6457157604166694,0.65,0.3685205824381082,0.13449588303206236,0.00654621488,0.06,0.05,0.8,1.5
ZAF,13478.753856623596,59893885.0,0.6833499999999999,0.554874979276625,0.625,0.2609504893395919,0.3970481022953466,0.204925572138,0.06,0.05,0.8,1.5
ZMB,3365.87377980882,20017675.0,0.45761,0.6828507294943291,0.42500000000000004,0.1999607740585774,0.02041259079904427,0.607930948164,0.06,0.05,0.8,1.5
ZWE,2207.9570327935,16320537.0,0.32395,0.6335344881121437,0.8333333333333334,0.6916635274013144,0.12242916918645586,0.397545332282,0.06,0.05,0.8,1.5
