country,income_cat,n,c,axfin,gamma_SP,k,fa,shew
Serbia,nonpoor,0.8,23930.03582104036,0.237,1.1268415615956235,106640.78519197924,0.02953718106371957,0.4
Serbia,poor,0.2,6763.950167831538,0.1177999999999999,0.4926337536175055,22910.284222545684,0.0321530121112429,0.4
Seychelles,nonpoor,0.8,34683.07722747572,0.94,1.0569028541160428,196581.97726553556,0.0,0.8
Seychelles,poor,0.2,10442.216799670112,0.94,0.7723885835358283,45819.832026000084,0.0,0.8
Sierra Leone,nonpoor,0.8,1882.807755246848,0.0525,1.1979837780880738,1989.5134035340382,0.006766762340827433,0.8
Sierra Leone,poor,0.2,646.0013579348578,0.0432,0.20806488764770514,697.3843059701603,0.006716179443317831,0.8
Slovak Republic,nonpoor,0.8,37526.080432057126,0.6842,1.1200651262550692,172929.55180420907,0.013708031094732252,0.8
Slovak Republic,poor,0.2,15756.807253239458,0.4447,0.519739494979723,67742.47112110644,0.01092678122453814,0.8
Slovenia,nonpoor,0.8,47288.946594831104,0.498,1.02978017148138,314479.6613181696,0.027460830668931117,1.0
Slovenia,poor,0.2,21720.229651137583,0.2485,0.8808793140744803,81463.89195780648,0.028388817479100086,1.0
Solomon Islands,nonpoor,0.8,2613.04992554391,0.26,1.174842908240603,8794.873278213536,0.11860765178212594,0.6000000000000001
Solomon Islands,poor,0.2,786.7247087659085,0.26,0.30062836703758794,2676.5337474223393,0.12159027079512744,0.6000000000000001
South Africa,nonpoor,0.8,16433.432382857718,0.4611,1.1192624837985476,64026.32892505982,0.004573561100240171,0.6000000000000001
South Africa,poor,0.2,1616.40318519912,0.2378,0.5229500648058084,1990.1294820185433,0.004734066586275719,0.6000000000000001
Spain,nonpoor,0.8,46805.0501915034,0.544,1.1592873950940157,283647.7344599884,0.008594080183695608,0.8
Spain,poor,0.2,11950.22558080938,0.5222,0.3628504196239373,60158.41569011437,0.009469841897398282,0.8
Sri Lanka,nonpoor,0.8,14121.659035201543,0.3853,1.147903935963916,40700.34810472648,0.004415562552910854,0.8
Sri Lanka,poor,0.2,4514.0508363063245,0.2693,0.40838425614433566,12829.915578326922,0.0038346599101195377,0.8
St. Lucia,nonpoor,0.8,18214.489068465216,0.35,1.1751414414467667,76857.65974610185,0.24637671814630271,0.6000000000000001
St. Lucia,poor,0.2,2330.8530902886346,0.35,0.2994342342129322,8535.958883540374,0.2584983485688671,0.6000000000000001
St. Vincent and the Grenadines,nonpoor,0.8,14518.008060740487,0.206,0.7916195193668786,103938.12678888439,0.19768269274103037,0.0
St. Vincent and the Grenadines,poor,0.2,14791.245351720547,0.206,1.833521922532485,85620.61724510694,0.2091168967731431,0.0
Sudan,nonpoor,0.8,4115.125053710938,0.1105,1.2499999999999998,6605.2905348196655,0.008906392259367853,0.6000000000000001
Sudan,poor,0.2,1392.5368945312498,0.021,0.0,2388.2947772678467,0.006401045032650365,0.6000000000000001
Sweden,nonpoor,0.8,62904.11003809113,0.8668,1.1187355048051126,287678.0578305826,0.0014643005859840343,0.8
Sweden,poor,0.2,22475.542584415973,0.6931999999999999,0.5250579807795496,85596.44220136412,0.0016257465035592795,0.8
Switzerland,nonpoor,0.8,82093.38914745311,0.5264,1.1086408805111407,365386.9105044062,0.01855599310615352,1.0
Switzerland,poor,0.2,26624.882966741545,0.6163000000000001,0.5654364779554368,88720.70724988199,0.019846578854092738,1.0
Syrian Arab Republic,nonpoor,0.8,5752.895327102803,0.0538999999999999,1.2154444979067667,21749.79472326586,0.011525774900408445,0.6000000000000001
Syrian Arab Republic,poor,0.2,1785.3813084112146,0.0465,0.138222008372933,-6613.28311758232,0.011575027677076697,0.6000000000000001
Tajikistan,nonpoor,0.8,4788.898821446112,0.0168,1.0810478059010467,44873.99098383577,0.09339931578345191,0.6000000000000001
Tajikistan,poor,0.2,1530.7927118229472,0.0015,0.6758087763958136,10528.808378017537,0.09548094967000224,0.6000000000000001
Tanzania,nonpoor,0.8,3052.274749145508,0.089,1.1793096264764242,8989.958141810315,0.008452559370163312,0.8
Tanzania,poor,0.2,904.8634057617188,0.0232,0.2827614940943037,2691.799659799035,0.008097184544828733,0.8
Thailand,nonpoor,0.8,20220.72764514645,0.6163000000000001,1.1127633304771767,76796.44008419396,0.022992939987848855,0.8
Thailand,poor,0.2,6652.706930870692,0.3847,0.5489466780912928,21663.700881879013,0.025356374447952287,0.8
Timor-Leste,nonpoor,0.8,4630.988120021764,0.62,1.0977850571890924,35983.80686903617,0.034661929396715196,0.6000000000000001
Timor-Leste,poor,0.2,1921.9111844681934,0.62,0.6088597712436306,14618.330749793378,0.03479710427088327,0.6000000000000001
Togo,nonpoor,0.8,2600.730665087134,0.152,1.1786634407036933,6541.777755284129,0.005860358910610244,0.2
Togo,poor,0.2,640.5196542465118,0.0629,0.2853462371852257,1613.988741903059,0.006540342495568098,0.2
Tonga,nonpoor,0.8,7087.444180256235,0.008,1.0849509535854058,19964.332699096954,0.1735540276736554,0.6000000000000001
Tonga,poor,0.2,2365.0409615589597,0.008,0.660196185658377,5977.6270391692315,0.1735540276736554,0.6000000000000001
Trinidad and Tobago,nonpoor,0.8,27966.186258222824,0.4129,1.111798296254697,53017.942025544304,0.11096731579498101,0.6000000000000001
Trinidad and Tobago,poor,0.2,5763.798639970214,0.2855,0.5528068149812112,8474.71124423395,0.11146027264583425,0.6000000000000001
Tunisia,nonpoor,0.8,12190.807899919218,0.1906,1.049400769046722,30733.80807372776,0.032571267873510126,0.6000000000000001
Tunisia,poor,0.2,4125.305927087631,0.0584999999999999,0.8023969238131122,8388.128343381642,0.03569239835475941,0.6000000000000001
Uganda,nonpoor,0.8,2677.825895010094,0.193,1.177830150934461,5127.768212364334,0.011764760488439217,0.6000000000000001
Uganda,poor,0.2,695.8354828354237,0.1075,0.2886793962621553,1337.079968659036,0.015447515414953135,0.6000000000000001
Ukraine,nonpoor,0.8,12072.870483398438,0.1331,1.070232275025417,140355.24433052386,0.009110647900918561,0.0
Ukraine,poor,0.2,5365.72021484375,0.064,0.7190708998983323,42375.651137314286,0.010094948139477122,0.0
United Arab Emirates,nonpoor,0.8,84329.37973283515,0.1018,0.9700727707972812,609773.4589282282,0.04466609487219863,0.6000000000000001
United Arab Emirates,poor,0.2,34177.54597101689,0.1054,1.1197089168108747,165123.39779982215,0.04912131868436686,0.6000000000000001
United Kingdom,nonpoor,0.8,54089.90367631794,0.6131,1.100512494400318,264811.11861347326,0.006451817082870372,1.0
United Kingdom,poor,0.2,17795.812464935767,0.6048,0.5979500223987282,46985.700006906605,0.006722015662281638,1.0
United States,nonpoor,0.8,76025.99951489236,0.7934,0.8639705882352939,264715.71307225316,0.025431352345481155,0.8
United States,poor,0.2,19410.89349316401,0.4331,1.5441176470588234,27480.4247379192,0.025762487625369528,0.8
Uruguay,nonpoor,0.8,28792.924707098362,0.2166,1.1717241058187622,128564.14659099042,0.0032248693741780137,0.6000000000000001
Uruguay,poor,0.2,6961.597914335553,0.0516999999999999,0.3131035767249509,29904.42121413689,0.0035804261499916366,0.6000000000000001
Uzbekistan,nonpoor,0.8,9344.741084261143,0.0393,1.0506215431828956,27378.461241521487,0.04678506086326565,0.0
Uzbekistan,poor,0.2,2987.0878627875786,0.0070999999999999,0.7975138272684175,7018.115902472426,0.04756969005349412,0.0
Vanuatu,nonpoor,0.8,3221.201337864381,0.19,1.130140464965174,10870.37731703267,0.1633414472761123,0.6000000000000001
Vanuatu,poor,0.2,1044.7139474154749,0.19,0.47943814013930414,3408.554019320961,0.16547341915791616,0.6000000000000001
West Bank and Gaza,nonpoor,0.8,6630.841631064517,0.1013,1.1652838489057236,23161.32372381982,0.0058267700717110505,0.4
West Bank and Gaza,poor,0.2,2088.6793487279815,0.0177,0.33886460437710547,7321.742323922152,0.005853931313055891,0.4
Zambia,nonpoor,0.8,3994.875576109985,0.1038,1.2043849557829314,19978.97913033271,0.007565834805681311,0.8
Zambia,poor,0.2,511.2121480264584,0.048,0.18246017686827462,2553.8305083317614,0.012320935626814572,0.8
Zimbabwe,nonpoor,0.8,2518.304148952775,0.0575,1.1867744774599809,3637.3826546802734,0.003813665341859295,0.8
Zimbabwe,poor,0.2,642.971272073049,0.0159,0.25290209016007614,943.8233653273406,0.001986291347761944,0.8
