iso3,hazard,income_cat,rp,fa,recovery_rate,recovery_time,macro_multiplier_Gamma,v_ew
MAR,Tsunami,q2,2500.0,0.013742350258135826,0.1497866136776995,20.0,1.6711659964768357,0.6194447634578417
MAR,Tsunami,q2,5000.0,0.024676665721376667,0.1497866136776995,20.0,1.6711659964768357,0.6194447634578417
MAR,Tsunami,q3,10.0,0.00011964856221309512,0.1497866136776995,20.0,1.6711659964768357,0.425594522713509
MAR,Tsunami,q3,25.0,0.0002663631614744608,0.1497866136776995,20.0,1.6711659964768357,0.425594522713509
MAR,Tsunami,q3,50.0,0.000490041308707373,0.1497866136776995,20.0,1.6711659964768357,0.425594522713509
MAR,Tsunami,q3,100.0,0.0008874547921217384,0.1497866136776995,20.0,1.6711659964768357,0.425594522713509
MAR,Tsunami,q3,250.0,0.0019402698759559672,0.1497866136776995,20.0,1.6711659964768357,0.425594522713509
MAR,Tsunami,q3,500.0,0.003504440405838953,0.1497866136776995,20.0,1.6711659964768357,0.425594522713509
MAR,Tsunami,q3,1000.0,0.0063166629479451605,0.1497866136776995,20.0,1.6711659964768357,0.425594522713509
MAR,Tsunami,q3,2500.0,0.013742350258135826,0.1497866136776995,20.0,1.6711659964768357,0.425594522713509
MAR,Tsunami,q3,5000.0,0.024676665721376667,0.1497866136776995,20.0,1.6711659964768357,0.425594522713509
MAR,Tsunami,q4,10.0,0.00011964856221309512,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q4,25.0,0.0002663631614744608,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q4,50.0,0.000490041308707373,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q4,100.0,0.0008874547921217384,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q4,250.0,0.0019402698759559672,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q4,500.0,0.003504440405838953,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q4,1000.0,0.0063166629479451605,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q4,2500.0,0.013742350258135826,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q4,5000.0,0.024676665721376667,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q5,10.0,0.00011964856221309512,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q5,25.0,0.0002663631614744608,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q5,50.0,0.000490041308707373,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q5,100.0,0.0008874547921217384,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q5,250.0,0.0019402698759559672,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q5,500.0,0.003504440405838953,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q5,1000.0,0.0063166629479451605,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q5,2500.0,0.013742350258135826,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MAR,Tsunami,q5,5000.0,0.024676665721376667,0.2220000000000001,13.494289520513462,1.4992966014769296,0.2654763271962179
MDA,Earthquake,q1,10.0,0.0002781830485358657,0.2040000000000001,14.68496212526465,2.316649405990237,0.5788233458534641
MDA,Earthquake,q1,25.0,0.0007358182633089131,0.2040000000000001,14.68496212526465,2.316649405990237,0.5788233458534641
MDA,Earthquake,q1,50.0,0.0014309302303051493,0.2040000000000001,14.68496212526465,2.316649405990237,0.5788233458534641
MDA,Earthquake,q1,100.0,0.0028607850801335563,0.2040000000000001,14.68496212526465,2.316649405990237,0.5788233458534641
MDA,Earthquake,q1,250.0,0.007184232726475758,0.2040000000000001,14.68496212526465,2.316649405990237,0.5788233458534641
MDA,Earthquake,q1,500.0,0.013101449166030283,0.2040000000000001,14.68496212526465,2.316649405990237,0.5788233458534641
MDA,Earthquake,q1,1000.0,0.01863696295288366,0.2040000000000001,14.68496212526465,2.316649405990237,0.5788233458534641
MDA,Earthquake,q1,2500.0,0.02944085619875616,0.2040000000000001,14.68496212526465,2.316649405990237,0.5788233458534641
MDA,Earthquake,q1,5000.0,0.04145055461517338,0.2040000000000001,14.68496212526465,2.316649405990237,0.5788233458534641
