iso3,pov_line,pov_headcount
USA,4.3,0.007471124696
USA,5.45,0.007471124696
USA,5.47,0.007471124696
USA,5.5,0.007471124696
USA,6.85,0.009996396639
USA,7.0,0.009996396639
USA,7.3,0.009996396639
USA,7.5,0.009996396639
USA,10.0,0.014993659944
USA,10.27,0.015533493511841998
USA,15.0,0.024990577867
USA,inf,1.0
UZB,0.0,0.0
UZB,2.15,0.815035268847
UZB,3.2,0.923363569802
UZB,3.22,0.9243899639395999
UZB,3.25,0.925929555146
UZB,3.65,0.945850176502
UZB,4.3,0.963999527357
UZB,5.45,0.980240541345
UZB,5.47,0.9804790401982001
UZB,5.5,0.980836788478
UZB,6.85,0.990630323824
UZB,7.0,0.991272611414
UZB,7.3,0.9923519837276
UZB,7.5,0.99307156527
UZB,10.0,0.997841035931
UZB,10.27,0.9979074792740661
UZB,15.0,0.99907146821
UZB,inf,1.0
VEN,0.0,0.0
VEN,2.15,0.071300366243
VEN,3.2,0.124117464345
VEN,3.22,0.12525837116740002
VEN,3.25,0.126969731401
VEN,3.65,0.154817297195
VEN,4.3,0.203767731764
VEN,5.45,0.288178681017
VEN,5.47,0.28917948641019997
VEN,5.5,0.2906806945
VEN,6.85,0.38818127384
VEN,7.0,0.399385545453
VEN,7.3,0.41955163255019995
VEN,7.5,0.432995690615
VEN,10.0,0.581585358745
VEN,10.27,0.5915987972534079
VEN,15.0,0.767019405197
VEN,inf,1.0
VNM,0.0,0.0
VNM,2.15,0.00654621488
VNM,3.2,0.027294095019
VNM,3.22,0.0277016652546
VNM,3.25,0.028313020608
VNM,3.65,0.037825722896
VNM,4.3,0.060881346022
VNM,5.45,0.116030407064
VNM,5.47,0.11655754647199999
VNM,5.5,0.117348255584
VNM,6.85,0.187286510138
VNM,7.0,0.19713315768
VNM,7.3,0.21319561612979998
VNM,7.5,0.223903921763
VNM,10.0,0.387027474427
VNM,10.27,0.401296059804538
VNM,15.0,0.651260536974
VNM,inf,1.0
VUT,0.0,0.0
VUT,2.15,0.099633329417
VUT,3.2,0.27350109575
VUT,3.22,0.2771928874688
VUT,3.25,0.282730575047
VUT,3.65,0.349283701991
VUT,4.3,0.445630149088
VUT,5.45,0.608378762733
VUT,5.47,0.6116630535473999
VUT,5.5,0.616589489769
VUT,6.85,0.761334897732
VUT,7.0,0.774241362933
VUT,7.3,0.7973878309926
VUT,7.5,0.812818809699
VUT,10.0,0.91406590098
VUT,10.27,0.917638955591136
VUT,15.0,0.980233578964
VUT,inf,1.0
WSM,0.0,0.0
WSM,2.15,0.011504770214
WSM,3.2,0.075767210153
WSM,3.22,0.07673781677060001
WSM,3.25,0.078193726697
WSM,3.65,0.105075315777
WSM,4.3,0.15597978003
WSM,5.45,0.278140325054
WSM,5.47,0.28167719703479993
WSM,5.5,0.286982505006
WSM,6.85,0.432652401303
WSM,7.0,0.44374759461
WSM,7.3,0.4735708952028
WSM,7.5,0.493453095598
WSM,10.0,0.674437015487
WSM,10.27,0.683858111038976
WSM,15.0,0.848901747931
WSM,inf,1.0
XKX,0.0,0.0
XKX,2.15,0.004402413114
XKX,3.2,0.023705608968
XKX,3.22,0.024202049739200003
XKX,3.25,0.024946710896
XKX,3.65,0.041583419662
XKX,4.3,0.082694431768
XKX,5.45,0.185633294384
XKX,5.47,0.18815522781359995
XKX,5.5,0.191938127958
XKX,6.85,0.341622689505
XKX,7.0,0.359487441493
XKX,7.3,0.4001805388198
XKX,7.5,0.427309270371
XKX,10.0,0.684696004716
XKX,10.27,0.695916819636222
XKX,15.0,0.892488873609
XKX,inf,1.0
YEM,0.0,0.0
YEM,2.15,0.198027566863
YEM,3.2,0.451597977325
YEM,3.22,0.455467555467
YEM,3.25,0.46127192268
YEM,3.65,0.543524034252
YEM,4.3,0.648043196072
YEM,5.45,0.769140703441
YEM,5.47,0.7709498589746
YEM,5.5,0.773663592275
YEM,6.85,0.853791344205
YEM,7.0,0.860257394003
YEM,7.3,0.8716362246386
YEM,7.5,0.879222111729
YEM,10.0,0.936049486515
YEM,10.27,0.938397168106782
YEM,15.0,0.979525071548
YEM,inf,1.0
ZAF,0.0,0.0
ZAF,2.15,0.204925572138
ZAF,3.2,0.344467158634
ZAF,3.22,0.3472644481628
ZAF,3.25,0.351460382456
ZAF,3.65,0.399661930293
ZAF,4.3,0.462618300866
ZAF,5.45,0.54551808589
ZAF,5.47,0.546761472614
ZAF,5.5,0.5486265527
ZAF,6.85,0.61630123627
ZAF,7.0,0.623401458469
ZAF,7.3,0.6341702274759999
ZAF,7.5,0.641349406814
ZAF,10.0,0.715116835133
ZAF,10.27,0.719653111758098
ZAF,15.0,0.79912195782
ZAF,inf,1.0
ZMB,0.0,0.0
ZMB,2.15,0.607930948164
ZMB,3.2,0.742598800377
ZMB,3.22,0.7446118647214
ZMB,3.25,0.747631461238
ZMB,3.65,0.780009632883
ZMB,4.3,0.815709971742
ZMB,5.45,0.873208897302
ZMB,5.47,0.8736957599644
ZMB,5.5,0.874426053958
ZMB,6.85,0.91015351892
ZMB,7.0,0.913120155034
ZMB,7.3,0.9188310195562001
ZMB,7.5,0.922638262571
ZMB,10.0,0.953315182005
ZMB,10.27,0.954707181245826
ZMB,15.0,0.979092945724
ZMB,inf,1.0
ZWE,0.0,0.0
ZWE,2.15,0.397545332282
ZWE,3.2,0.586361345543
ZWE,3.22,0.5888795133586
ZWE,3.25,0.592656765082
ZWE,3.65,0.645098567519
ZWE,4.3,0.70845913303
ZWE,5.45,0.786922477435
ZWE,5.47,0.7879716245218
ZWE,5.5,0.789545345152
ZWE,6.85,0.850163153285
ZWE,7.0,0.854070697266
ZWE,7.3,0.863478671646
ZWE,7.5,0.869750654566
ZWE,10.0,0.914237783292
ZWE,10.27,0.916619461469598
ZWE,15.0,0.958342934729
ZWE,inf,1.0
