iso3,hazard,rp,income_cat,fa,v
ABW,Storm surge,2500.0,q4,0.12078339812369669,0.439620518975962
ABW,Storm surge,2500.0,q5,0.12078339812369669,0.2999999999999996
ABW,Storm surge,5000.0,q1,0.13953912138461758,0.7
ABW,Storm surge,5000.0,q2,0.13953912138461758,0.7
ABW,Storm surge,5000.0,q3,0.13953912138461758,0.7
ABW,Storm surge,5000.0,q4,0.13953912138461758,0.439620518975962
ABW,Storm surge,5000.0,q5,0.13953912138461758,0.2999999999999996
ABW,Wind,10.0,q1,0.0037237585819037636,0.7
ABW,Wind,10.0,q2,0.0037237585819037636,0.7
ABW,Wind,10.0,q3,0.0037237585819037636,0.7
ABW,Wind,10.0,q4,0.0037237585819037636,0.3086591976398928
ABW,Wind,10.0,q5,0.0037237585819037636,0.2768593866406865
ABW,Wind,25.0,q1,0.005263835484288166,0.7
ABW,Wind,25.0,q2,0.005263835484288166,0.7
ABW,Wind,25.0,q3,0.005263835484288166,0.7
ABW,Wind,25.0,q4,0.005263835484288166,0.3086591976398928
ABW,Wind,25.0,q5,0.005263835484288166,0.2768593866406865
ABW,Wind,50.0,q1,0.006632455590149311,0.7
ABW,Wind,50.0,q2,0.006632455590149311,0.7
ABW,Wind,50.0,q3,0.006632455590149311,0.7
ABW,Wind,50.0,q4,0.006632455590149311,0.3086591976398928
ABW,Wind,50.0,q5,0.006632455590149311,0.2768593866406865
ABW,Wind,100.0,q1,0.008043536707913123,0.7
ABW,Wind,100.0,q2,0.008043536707913123,0.7
ABW,Wind,100.0,q3,0.008043536707913123,0.7
ABW,Wind,100.0,q4,0.008043536707913123,0.3086591976398928
ABW,Wind,100.0,q5,0.008043536707913123,0.2768593866406865
ABW,Wind,250.0,q1,0.010143854409058286,0.7
ABW,Wind,250.0,q2,0.010143854409058286,0.7
ABW,Wind,250.0,q3,0.010143854409058286,0.7
ABW,Wind,250.0,q4,0.010143854409058286,0.3086591976398928
ABW,Wind,250.0,q5,0.010143854409058286,0.2768593866406865
ABW,Wind,500.0,q1,0.011879744025694151,0.7
ABW,Wind,500.0,q2,0.011879744025694151,0.7
ABW,Wind,500.0,q3,0.011879744025694151,0.7
ABW,Wind,500.0,q4,0.011879744025694151,0.3086591976398928
ABW,Wind,500.0,q5,0.011879744025694151,0.2768593866406865
ABW,Wind,1000.0,q1,0.013733782313885964,0.7
ABW,Wind,1000.0,q2,0.013733782313885964,0.7
ABW,Wind,1000.0,q3,0.013733782313885964,0.7
ABW,Wind,1000.0,q4,0.013733782313885964,0.3086591976398928
ABW,Wind,1000.0,q5,0.013733782313885964,0.2768593866406865
ABW,Wind,2500.0,q1,0.01635518736117137,0.7
ABW,Wind,2500.0,q2,0.01635518736117137,0.7
ABW,Wind,2500.0,q3,0.01635518736117137,0.7
ABW,Wind,2500.0,q4,0.01635518736117137,0.3086591976398928
ABW,Wind,2500.0,q5,0.01635518736117137,0.2768593866406865
ABW,Wind,5000.0,q1,0.018509179714326095,0.7
ABW,Wind,5000.0,q2,0.018509179714326095,0.7
ABW,Wind,5000.0,q3,0.018509179714326095,0.7
ABW,Wind,5000.0,q4,0.018509179714326095,0.3086591976398928
ABW,Wind,5000.0,q5,0.018509179714326095,0.2768593866406865
AFG,Earthquake,10.0,q1,0.004420284412457256,0.6999999999999998
AFG,Earthquake,10.0,q2,0.004420284412457256,0.6999999999999998
AFG,Earthquake,10.0,q3,0.004420284412457256,0.6999999999999998
AFG,Earthquake,10.0,q4,0.004420284412457256,0.6999999999999998
AFG,Earthquake,10.0,q5,0.004420284412457256,0.43614463874184317
AFG,Earthquake,25.0,q1,0.011010310141853615,0.6999999999999998
AFG,Earthquake,25.0,q2,0.011010310141853615,0.6999999999999998
AFG,Earthquake,25.0,q3,0.011010310141853615,0.6999999999999998
AFG,Earthquake,25.0,q4,0.011010310141853615,0.6999999999999998
AFG,Earthquake,25.0,q5,0.011010310141853615,0.43614463874184317
AFG,Earthquake,50.0,q1,0.021920876927344308,0.6999999999999998
AFG,Earthquake,50.0,q2,0.021920876927344308,0.6999999999999998
AFG,Earthquake,50.0,q3,0.021920876927344308,0.6999999999999998
AFG,Earthquake,50.0,q4,0.021920876927344308,0.6999999999999998
AFG,Earthquake,50.0,q5,0.021920876927344308,0.43614463874184317
AFG,Earthquake,100.0,q1,0.04344822727954909,0.6999999999999998
AFG,Earthquake,100.0,q2,0.04344822727954909,0.6999999999999998
AFG,Earthquake,100.0,q3,0.04344822727954909,0.6999999999999998
AFG,Earthquake,100.0,q4,0.04344822727954909,0.6999999999999998
AFG,Earthquake,100.0,q5,0.04344822727954909,0.43614463874184317
AFG,Earthquake,250.0,q1,0.10577367520887047,0.6999999999999998
AFG,Earthquake,250.0,q2,0.10577367520887047,0.6999999999999998
AFG,Earthquake,250.0,q3,0.10577367520887047,0.6999999999999998
AFG,Earthquake,250.0,q4,0.10577367520887047,0.6999999999999998
AFG,Earthquake,250.0,q5,0.10577367520887047,0.43614463874184317
AFG,Earthquake,500.0,q1,0.1772416931223937,0.6999999999999998
AFG,Earthquake,500.0,q2,0.1772416931223937,0.6999999999999998
AFG,Earthquake,500.0,q3,0.1772416931223937,0.6999999999999998
AFG,Earthquake,500.0,q4,0.1772416931223937,0.6999999999999998
AFG,Earthquake,500.0,q5,0.1772416931223937,0.43614463874184317
AFG,Earthquake,1000.0,q1,0.2291854697107972,0.6999999999999998
AFG,Earthquake,1000.0,q2,0.2291854697107972,0.6999999999999998
AFG,Earthquake,1000.0,q3,0.2291854697107972,0.6999999999999998
AFG,Earthquake,1000.0,q4,0.2291854697107972,0.6999999999999998
AFG,Earthquake,1000.0,q5,0.2291854697107972,0.43614463874184317
AFG,Earthquake,2500.0,q1,0.31612496052422345,0.6999999999999998
AFG,Earthquake,2500.0,q2,0.31612496052422345,0.6999999999999998
AFG,Earthquake,2500.0,q3,0.31612496052422345,0.6999999999999998
AFG,Earthquake,2500.0,q4,0.31612496052422345,0.6999999999999998
AFG,Earthquake,2500.0,q5,0.31612496052422345,0.43614463874184317
AFG,Earthquake,5000.0,q1,0.3976999712638916,0.6999999999999998
AFG,Earthquake,5000.0,q2,0.3976999712638916,0.6999999999999998
AFG,Earthquake,5000.0,q3,0.3976999712638916,0.6999999999999998
AFG,Earthquake,5000.0,q4,0.3976999712638916,0.6999999999999998
AFG,Earthquake,5000.0,q5,0.3976999712638916,0.43614463874184317
AFG,Flood,10.0,q1,0.01466348925888035,0.7000000000000001
AFG,Flood,10.0,q2,0.01466348925888035,0.6999999999999998
AFG,Flood,10.0,q3,0.01466348925888035,0.7000000000000001
AFG,Flood,10.0,q4,0.01466348925888035,0.6999999999999998
AFG,Flood,10.0,q5,0.01466348925888035,0.5545930370440872
AFG,Flood,25.0,q1,0.029782149345945037,0.7000000000000001
AFG,Flood,25.0,q2,0.029782149345945037,0.6999999999999998
AFG,Flood,25.0,q3,0.029782149345945037,0.7000000000000001
AFG,Flood,25.0,q4,0.029782149345945037,0.6999999999999998
AFG,Flood,25.0,q5,0.029782149345945037,0.5545930370440872
AFG,Flood,50.0,q1,0.04107722769462708,0.7000000000000001
AFG,Flood,50.0,q2,0.04107722769462708,0.6999999999999998
AFG,Flood,50.0,q3,0.04107722769462708,0.7000000000000001
AFG,Flood,50.0,q4,0.04107722769462708,0.6999999999999998
AFG,Flood,50.0,q5,0.04107722769462708,0.5545930370440872
AFG,Flood,100.0,q1,0.0453814916366376,0.7000000000000001
AFG,Flood,100.0,q2,0.0453814916366376,0.6999999999999998
AFG,Flood,100.0,q3,0.0453814916366376,0.7000000000000001
AFG,Flood,100.0,q4,0.0453814916366376,0.6999999999999998
AFG,Flood,100.0,q5,0.0453814916366376,0.5545930370440872
AFG,Flood,250.0,q1,0.04742491395405697,0.7000000000000001
AFG,Flood,250.0,q2,0.04742491395405697,0.6999999999999998
AFG,Flood,250.0,q3,0.04742491395405697,0.7000000000000001
AFG,Flood,250.0,q4,0.04742491395405697,0.6999999999999998
AFG,Flood,250.0,q5,0.04742491395405697,0.5545930370440872
AFG,Flood,500.0,q1,0.04910988353684031,0.7000000000000001
AFG,Flood,500.0,q2,0.04910988353684031,0.6999999999999998
AFG,Flood,500.0,q3,0.04910988353684031,0.7000000000000001
AFG,Flood,500.0,q4,0.04910988353684031,0.6999999999999998
AFG,Flood,500.0,q5,0.04910988353684031,0.5545930370440872
AFG,Flood,1000.0,q1,0.051039241569717,0.7000000000000001
AFG,Flood,1000.0,q2,0.051039241569717,0.6999999999999998
AFG,Flood,1000.0,q3,0.051039241569717,0.7000000000000001
AFG,Flood,1000.0,q4,0.051039241569717,0.6999999999999998
AFG,Flood,1000.0,q5,0.051039241569717,0.5545930370440872
AFG,Flood,2500.0,q1,0.0540292335998973,0.7000000000000001
AFG,Flood,2500.0,q2,0.0540292335998973,0.6999999999999998
AFG,Flood,2500.0,q3,0.0540292335998973,0.7000000000000001
AFG,Flood,2500.0,q4,0.0540292335998973,0.6999999999999998
AFG,Flood,2500.0,q5,0.0540292335998973,0.5545930370440872
AFG,Flood,5000.0,q1,0.05668649503122955,0.7000000000000001
AFG,Flood,5000.0,q2,0.05668649503122955,0.6999999999999998
AFG,Flood,5000.0,q3,0.05668649503122955,0.7000000000000001
AFG,Flood,5000.0,q4,0.05668649503122955,0.6999999999999998
AFG,Flood,5000.0,q5,0.05668649503122955,0.5545930370440872
AGO,Earthquake,10.0,q1,0.0001779007713898703,0.7000000000000001
AGO,Earthquake,10.0,q2,0.0001779007713898703,0.7000000000000001
AGO,Earthquake,10.0,q3,0.0001779007713898703,0.5193570183533321
AGO,Earthquake,10.0,q4,0.0001779007713898703,0.2920970310302768
AGO,Earthquake,10.0,q5,0.0001779007713898703,0.2881162798465996
AGO,Earthquake,25.0,q1,0.0004382448939886333,0.7000000000000001
AGO,Earthquake,25.0,q2,0.0004382448939886333,0.7000000000000001
AGO,Earthquake,25.0,q3,0.0004382448939886333,0.5193570183533321
AGO,Earthquake,25.0,q4,0.0004382448939886333,0.2920970310302768
AGO,Earthquake,25.0,q5,0.0004382448939886333,0.2881162798465996
AGO,Earthquake,50.0,q1,0.0008827493619689876,0.7000000000000001
AGO,Earthquake,50.0,q2,0.0008827493619689876,0.7000000000000001
AGO,Earthquake,50.0,q3,0.0008827493619689876,0.5193570183533321
AGO,Earthquake,50.0,q4,0.0008827493619689876,0.2920970310302768
AGO,Earthquake,50.0,q5,0.0008827493619689876,0.2881162798465996
AGO,Earthquake,100.0,q1,0.0017647390326807442,0.7000000000000001
AGO,Earthquake,100.0,q2,0.0017647390326807442,0.7000000000000001
AGO,Earthquake,100.0,q3,0.0017647390326807442,0.5193570183533321
AGO,Earthquake,100.0,q4,0.0017647390326807442,0.2920970310302768
AGO,Earthquake,100.0,q5,0.0017647390326807442,0.2881162798465996
AGO,Earthquake,250.0,q1,0.004406163026662627,0.7000000000000001
AGO,Earthquake,250.0,q2,0.004406163026662627,0.7000000000000001
AGO,Earthquake,250.0,q3,0.004406163026662627,0.5193570183533321
AGO,Earthquake,250.0,q4,0.004406163026662627,0.2920970310302768
AGO,Earthquake,250.0,q5,0.004406163026662627,0.2881162798465996
AGO,Earthquake,500.0,q1,0.008216432011645574,0.7000000000000001
AGO,Earthquake,500.0,q2,0.008216432011645574,0.7000000000000001
AGO,Earthquake,500.0,q3,0.008216432011645574,0.5193570183533321
AGO,Earthquake,500.0,q4,0.008216432011645574,0.2920970310302768
AGO,Earthquake,500.0,q5,0.008216432011645574,0.2881162798465996
AGO,Earthquake,1000.0,q1,0.012279810212573142,0.7000000000000001
AGO,Earthquake,1000.0,q2,0.012279810212573142,0.7000000000000001
AGO,Earthquake,1000.0,q3,0.012279810212573142,0.5193570183533321
AGO,Earthquake,1000.0,q4,0.012279810212573142,0.2920970310302768
AGO,Earthquake,1000.0,q5,0.012279810212573142,0.2881162798465996
AGO,Earthquake,2500.0,q1,0.020789676472999025,0.7000000000000001
AGO,Earthquake,2500.0,q2,0.020789676472999025,0.7000000000000001
AGO,Earthquake,2500.0,q3,0.020789676472999025,0.5193570183533321
AGO,Earthquake,2500.0,q4,0.020789676472999025,0.2920970310302768
AGO,Earthquake,2500.0,q5,0.020789676472999025,0.2881162798465996
AGO,Earthquake,5000.0,q1,0.030853768074053912,0.7000000000000001
AGO,Earthquake,5000.0,q2,0.030853768074053912,0.7000000000000001
AGO,Earthquake,5000.0,q3,0.030853768074053912,0.5193570183533321
AGO,Earthquake,5000.0,q4,0.030853768074053912,0.2920970310302768
AGO,Earthquake,5000.0,q5,0.030853768074053912,0.2881162798465996
AGO,Flood,10.0,q1,0.0008298684148168775,0.7000000000000001
AGO,Flood,10.0,q2,0.0008298684148168775,0.7000000000000001
AGO,Flood,10.0,q3,0.0008298684148168775,0.5730836680068498
AGO,Flood,10.0,q4,0.0008298684148168775,0.4406374970077953
AGO,Flood,10.0,q5,0.0008298684148168775,0.4406374970077953
AGO,Flood,25.0,q1,0.0017026794716792435,0.7000000000000001
AGO,Flood,25.0,q2,0.0017026794716792435,0.7000000000000001
AGO,Flood,25.0,q3,0.0017026794716792435,0.5730836680068498
AGO,Flood,25.0,q4,0.0017026794716792435,0.4406374970077953
AGO,Flood,25.0,q5,0.0017026794716792435,0.4406374970077953
AGO,Flood,50.0,q1,0.0023638414231516225,0.7000000000000001
AGO,Flood,50.0,q2,0.0023638414231516225,0.7000000000000001
AGO,Flood,50.0,q3,0.0023638414231516225,0.5730836680068498
AGO,Flood,50.0,q4,0.0023638414231516225,0.4406374970077953
AGO,Flood,50.0,q5,0.0023638414231516225,0.4406374970077953
AGO,Flood,100.0,q1,0.0026228844038326074,0.7000000000000001
AGO,Flood,100.0,q2,0.0026228844038326074,0.7000000000000001
AGO,Flood,100.0,q3,0.0026228844038326074,0.5730836680068498
AGO,Flood,100.0,q4,0.0026228844038326074,0.4406374970077953
AGO,Flood,100.0,q5,0.0026228844038326074,0.4406374970077953
AGO,Flood,250.0,q1,0.0027685082777643764,0.7000000000000001
AGO,Flood,250.0,q2,0.0027685082777643764,0.7000000000000001
AGO,Flood,250.0,q3,0.0027685082777643764,0.5730836680068498
AGO,Flood,250.0,q4,0.0027685082777643764,0.4406374970077953
AGO,Flood,250.0,q5,0.0027685082777643764,0.4406374970077953
AGO,Flood,500.0,q1,0.0028879501735900094,0.7000000000000001
AGO,Flood,500.0,q2,0.0028879501735900094,0.7000000000000001
AGO,Flood,500.0,q3,0.0028879501735900094,0.5730836680068498
AGO,Flood,500.0,q4,0.0028879501735900094,0.4406374970077953
AGO,Flood,500.0,q5,0.0028879501735900094,0.4406374970077953
AGO,Flood,1000.0,q1,0.0030370432727133286,0.7000000000000001
AGO,Flood,1000.0,q2,0.0030370432727133286,0.7000000000000001
AGO,Flood,1000.0,q3,0.0030370432727133286,0.5730836680068498
AGO,Flood,1000.0,q4,0.0030370432727133286,0.4406374970077953
AGO,Flood,1000.0,q5,0.0030370432727133286,0.4406374970077953
AGO,Flood,2500.0,q1,0.00327204035168836,0.7000000000000001
AGO,Flood,2500.0,q2,0.00327204035168836,0.7000000000000001
AGO,Flood,2500.0,q3,0.00327204035168836,0.5730836680068498
AGO,Flood,2500.0,q4,0.00327204035168836,0.4406374970077953
AGO,Flood,2500.0,q5,0.00327204035168836,0.4406374970077953
AGO,Flood,5000.0,q1,0.0034872383961093534,0.7000000000000001
AGO,Flood,5000.0,q2,0.0034872383961093534,0.7000000000000001
AGO,Flood,5000.0,q3,0.0034872383961093534,0.5730836680068498
AGO,Flood,5000.0,q4,0.0034872383961093534,0.4406374970077953
AGO,Flood,5000.0,q5,0.0034872383961093534,0.4406374970077953
AIA,Earthquake,10.0,q1,0.004751807359442344,0.29999999999999993
AIA,Earthquake,10.0,q2,0.004751807359442344,0.29999999999999993
AIA,Earthquake,10.0,q3,0.004751807359442344,0.29999999999999993
AIA,Earthquake,10.0,q4,0.004751807359442344,0.29999999999999993
AIA,Earthquake,10.0,q5,0.004751807359442344,0.24768953709810787
AIA,Earthquake,25.0,q1,0.011342325990842372,0.29999999999999993
AIA,Earthquake,25.0,q2,0.011342325990842372,0.29999999999999993
AIA,Earthquake,25.0,q3,0.011342325990842372,0.29999999999999993
AIA,Earthquake,25.0,q4,0.011342325990842372,0.29999999999999993
AIA,Earthquake,25.0,q5,0.011342325990842372,0.24768953709810787
AIA,Earthquake,50.0,q1,0.02364201584513111,0.29999999999999993
AIA,Earthquake,50.0,q2,0.02364201584513111,0.29999999999999993
AIA,Earthquake,50.0,q3,0.02364201584513111,0.29999999999999993
AIA,Earthquake,50.0,q4,0.02364201584513111,0.29999999999999993
AIA,Earthquake,50.0,q5,0.02364201584513111,0.24768953709810787
AIA,Earthquake,100.0,q1,0.046995287376209456,0.29999999999999993
AIA,Earthquake,100.0,q2,0.046995287376209456,0.29999999999999993
AIA,Earthquake,100.0,q3,0.046995287376209456,0.29999999999999993
AIA,Earthquake,100.0,q4,0.046995287376209456,0.29999999999999993
AIA,Earthquake,100.0,q5,0.046995287376209456,0.24768953709810787
AIA,Earthquake,250.0,q1,0.11538403782382749,0.29999999999999993
AIA,Earthquake,250.0,q2,0.11538403782382749,0.29999999999999993
AIA,Earthquake,250.0,q3,0.11538403782382749,0.29999999999999993
AIA,Earthquake,250.0,q4,0.11538403782382749,0.29999999999999993
AIA,Earthquake,250.0,q5,0.11538403782382749,0.24768953709810787
AIA,Earthquake,500.0,q1,0.19743565276827113,0.29999999999999993
AIA,Earthquake,500.0,q2,0.19743565276827113,0.29999999999999993
AIA,Earthquake,500.0,q3,0.19743565276827113,0.29999999999999993
AIA,Earthquake,500.0,q4,0.19743565276827113,0.29999999999999993
AIA,Earthquake,500.0,q5,0.19743565276827113,0.24768953709810787
AIA,Earthquake,1000.0,q1,0.2590540834163014,0.29999999999999993
AIA,Earthquake,1000.0,q2,0.2590540834163014,0.29999999999999993
AIA,Earthquake,1000.0,q3,0.2590540834163014,0.29999999999999993
AIA,Earthquake,1000.0,q4,0.2590540834163014,0.29999999999999993
AIA,Earthquake,1000.0,q5,0.2590540834163014,0.24768953709810787
AIA,Earthquake,2500.0,q1,0.36403555719966374,0.29999999999999993
AIA,Earthquake,2500.0,q2,0.36403555719966374,0.29999999999999993
AIA,Earthquake,2500.0,q3,0.36403555719966374,0.29999999999999993
AIA,Earthquake,2500.0,q4,0.36403555719966374,0.29999999999999993
AIA,Earthquake,2500.0,q5,0.36403555719966374,0.24768953709810787
AIA,Earthquake,5000.0,q1,0.46577452282073184,0.29999999999999993
AIA,Earthquake,5000.0,q2,0.46577452282073184,0.29999999999999993
AIA,Earthquake,5000.0,q3,0.46577452282073184,0.29999999999999993
AIA,Earthquake,5000.0,q4,0.46577452282073184,0.29999999999999993
AIA,Earthquake,5000.0,q5,0.46577452282073184,0.24768953709810787
AIA,Storm surge,10.0,q1,0.0768436735429023,0.7
AIA,Storm surge,10.0,q2,0.0768436735429023,0.3042643162338214
AIA,Storm surge,10.0,q3,0.0768436735429023,0.29999999999999993
AIA,Storm surge,10.0,q4,0.0768436735429023,0.29999999999999993
AIA,Storm surge,10.0,q5,0.0768436735429023,0.29999999999999993
AIA,Storm surge,25.0,q1,0.10973408422131342,0.7
AIA,Storm surge,25.0,q2,0.10973408422131342,0.3042643162338214
AIA,Storm surge,25.0,q3,0.10973408422131342,0.29999999999999993
AIA,Storm surge,25.0,q4,0.10973408422131342,0.29999999999999993
AIA,Storm surge,25.0,q5,0.10973408422131342,0.29999999999999993
AIA,Storm surge,50.0,q1,0.13709818154981734,0.7
AIA,Storm surge,50.0,q2,0.13709818154981734,0.3042643162338214
AIA,Storm surge,50.0,q3,0.13709818154981734,0.29999999999999993
AIA,Storm surge,50.0,q4,0.13709818154981734,0.29999999999999993
AIA,Storm surge,50.0,q5,0.13709818154981734,0.29999999999999993
AIA,Storm surge,100.0,q1,0.16745139096098233,0.7
AIA,Storm surge,100.0,q2,0.16745139096098233,0.3042643162338214
AIA,Storm surge,100.0,q3,0.16745139096098233,0.29999999999999993
AIA,Storm surge,100.0,q4,0.16745139096098233,0.29999999999999993
AIA,Storm surge,100.0,q5,0.16745139096098233,0.29999999999999993
AIA,Storm surge,250.0,q1,0.21058528246304672,0.7
AIA,Storm surge,250.0,q2,0.21058528246304672,0.3042643162338214
AIA,Storm surge,250.0,q3,0.21058528246304672,0.29999999999999993
AIA,Storm surge,250.0,q4,0.21058528246304672,0.29999999999999993
AIA,Storm surge,250.0,q5,0.21058528246304672,0.29999999999999993
AIA,Storm surge,500.0,q1,0.246143049769347,0.7
AIA,Storm surge,500.0,q2,0.246143049769347,0.3042643162338214
AIA,Storm surge,500.0,q3,0.246143049769347,0.29999999999999993
AIA,Storm surge,500.0,q4,0.246143049769347,0.29999999999999993
AIA,Storm surge,500.0,q5,0.246143049769347,0.29999999999999993
AIA,Storm surge,1000.0,q1,0.28438570511158384,0.7
AIA,Storm surge,1000.0,q2,0.28438570511158384,0.3042643162338214
AIA,Storm surge,1000.0,q3,0.28438570511158384,0.29999999999999993
AIA,Storm surge,1000.0,q4,0.28438570511158384,0.29999999999999993
AIA,Storm surge,1000.0,q5,0.28438570511158384,0.29999999999999993
AIA,Storm surge,2500.0,q1,0.3385531751339984,0.7
AIA,Storm surge,2500.0,q2,0.3385531751339984,0.3042643162338214
AIA,Storm surge,2500.0,q3,0.3385531751339984,0.29999999999999993
AIA,Storm surge,2500.0,q4,0.3385531751339984,0.29999999999999993
AIA,Storm surge,2500.0,q5,0.3385531751339984,0.29999999999999993
AIA,Storm surge,5000.0,q1,0.38271849290965737,0.7
AIA,Storm surge,5000.0,q2,0.38271849290965737,0.3042643162338214
AIA,Storm surge,5000.0,q3,0.38271849290965737,0.29999999999999993
AIA,Storm surge,5000.0,q4,0.38271849290965737,0.29999999999999993
AIA,Storm surge,5000.0,q5,0.38271849290965737,0.29999999999999993
AIA,Wind,10.0,q1,0.02501591860809137,0.675237876593943
AIA,Wind,10.0,q2,0.02501591860809137,0.30000000000000004
AIA,Wind,10.0,q3,0.02501591860809137,0.29999999999999993
AIA,Wind,10.0,q4,0.02501591860809137,0.29999999999999993
AIA,Wind,10.0,q5,0.02501591860809137,0.29425021521386985
AIA,Wind,25.0,q1,0.03553849943342955,0.675237876593943
