iso3,year,forecast_accuracy
URY,1998,0.554
URY,1999,0.581
URY,2000,0.584
URY,2001,0.579
URY,2002,0.591
URY,2003,0.59
URY,2004,0.615
URY,2005,0.634
URY,2006,0.6395
URY,2007,0.645
URY,2008,0.642
URY,2009,0.641
URY,2010,0.623
URY,2011,0.615
URY,2012,0.617
URY,2013,0.637
URY,2014,0.645
URY,2015,0.662
URY,2016,0.656
URY,2017,0.665
URY,2018,0.674
USA,1987,0.389
USA,1988,0.434
USA,1989,0.44
USA,1990,0.461
USA,1991,0.464
USA,1992,0.465
USA,1993,0.466
USA,1994,0.46
USA,1995,0.481
USA,1996,0.518
USA,1997,0.525
USA,1998,0.554
USA,1999,0.581
USA,2000,0.584
USA,2001,0.579
USA,2002,0.591
USA,2003,0.59
USA,2004,0.615
USA,2005,0.634
USA,2006,0.6395
USA,2007,0.645
USA,2008,0.642
USA,2009,0.641
USA,2010,0.623
USA,2011,0.615
USA,2012,0.617
USA,2013,0.637
USA,2014,0.645
USA,2015,0.662
USA,2016,0.656
USA,2017,0.665
USA,2018,0.674
VGB,1987,0.389
VGB,1988,0.434
VGB,1989,0.44
VGB,1990,0.461
VGB,1991,0.464
VGB,1992,0.465
VGB,1993,0.466
VGB,1994,0.46
VGB,1995,0.481
VGB,1996,0.518
VGB,1997,0.525
VGB,1998,0.554
VGB,1999,0.581
VGB,2000,0.584
VGB,2001,0.579
VGB,2002,0.591
VGB,2003,0.59
VGB,2004,0.615
VGB,2005,0.634
VGB,2006,0.6395
VGB,2007,0.645
VGB,2008,0.642
VGB,2009,0.641
VGB,2010,0.623
VGB,2011,0.615
VGB,2012,0.617
VGB,2013,0.637
VGB,2014,0.645
VGB,2015,0.662
VGB,2016,0.656
VGB,2017,0.665
VGB,2018,0.674
VIR,1987,0.389
VIR,1988,0.434
VIR,1989,0.44
VIR,1990,0.461
VIR,1991,0.464
VIR,1992,0.465
VIR,1993,0.466
VIR,1994,0.46
VIR,1995,0.481
VIR,1996,0.518
VIR,1997,0.525
VIR,1998,0.554
VIR,1999,0.581
VIR,2000,0.584
VIR,2001,0.579
VIR,2002,0.591
VIR,2003,0.59
VIR,2004,0.615
VIR,2005,0.634
VIR,2006,0.6395
VIR,2007,0.645
VIR,2008,0.642
VIR,2009,0.641
VIR,2010,0.623
VIR,2011,0.615
VIR,2012,0.617
VIR,2013,0.637
VIR,2014,0.645
VIR,2015,0.662
VIR,2016,0.656
VIR,2017,0.665
VIR,2018,0.674
AFG,1987,0.301
AFG,1988,0.3
AFG,1989,0.305
AFG,1990,0.302
AFG,1991,0.306
AFG,1992,0.299
AFG,1993,0.315
AFG,1994,0.331
AFG,1995,0.379
AFG,1996,0.399
AFG,1997,0.42
AFG,1998,0.415
AFG,1999,0.427
AFG,2000,0.433
AFG,2001,0.45
AFG,2002,0.467
AFG,2003,0.481
AFG,2004,0.5
AFG,2005,0.518
AFG,2006,0.52
AFG,2007,0.522
AFG,2008,0.526
AFG,2009,0.539
AFG,2010,0.537
AFG,2011,0.535
AFG,2012,0.534
AFG,2013,0.543
AFG,2014,0.545
AFG,2015,0.552
AFG,2016,0.554
AFG,2017,0.557
AFG,2018,0.558
BDI,1987,0.301
BDI,1988,0.3
BDI,1989,0.305
BDI,1990,0.302
BDI,1991,0.306
BDI,1992,0.299
BDI,1993,0.315
BDI,1994,0.331
BDI,1995,0.379
BDI,1996,0.399
BDI,1997,0.42
BDI,1998,0.415
BDI,1999,0.427
BDI,2000,0.433
BDI,2001,0.45
BDI,2002,0.467
BDI,2003,0.481
BDI,2004,0.5
BDI,2005,0.518
BDI,2006,0.52
BDI,2007,0.522
BDI,2008,0.526
BDI,2009,0.539
BDI,2010,0.537
BDI,2011,0.535
BDI,2012,0.534
BDI,2013,0.543
BDI,2014,0.545
BDI,2015,0.552
BDI,2016,0.554
BDI,2017,0.557
BDI,2018,0.558
BFA,1987,0.301
BFA,1988,0.3
BFA,1989,0.305
BFA,1990,0.302
BFA,1991,0.306
BFA,1992,0.299
BFA,1993,0.315
BFA,1994,0.331
BFA,1995,0.379
BFA,1996,0.399
BFA,1997,0.42
BFA,1998,0.415
BFA,1999,0.427
BFA,2000,0.433
BFA,2001,0.45
BFA,2002,0.467
BFA,2003,0.481
BFA,2004,0.5
BFA,2005,0.518
BFA,2006,0.52
BFA,2007,0.522
BFA,2008,0.526
BFA,2009,0.539
BFA,2010,0.537
BFA,2011,0.535
BFA,2012,0.534
BFA,2013,0.543
BFA,2014,0.545
BFA,2015,0.552
BFA,2016,0.554
BFA,2017,0.557
BFA,2018,0.558
CAF,1987,0.301
CAF,1988,0.3
CAF,1989,0.305
CAF,1990,0.302
CAF,1991,0.306
CAF,1992,0.299
CAF,1993,0.315
CAF,1994,0.331
CAF,1995,0.379
CAF,1996,0.399
CAF,1997,0.42
CAF,1998,0.415
CAF,1999,0.427
CAF,2000,0.433
CAF,2001,0.45
CAF,2002,0.467
CAF,2003,0.481
CAF,2004,0.5
CAF,2005,0.518
CAF,2006,0.52
CAF,2007,0.522
CAF,2008,0.526
CAF,2009,0.539
CAF,2010,0.537
CAF,2011,0.535
CAF,2012,0.534
CAF,2013,0.543
CAF,2014,0.545
CAF,2015,0.552
CAF,2016,0.554
CAF,2017,0.557
CAF,2018,0.558
COD,1987,0.301
COD,1988,0.3
COD,1989,0.305
COD,1990,0.302
COD,1991,0.306
COD,1992,0.299
COD,1993,0.315
COD,1994,0.331
COD,1995,0.379
COD,1996,0.399
COD,1997,0.42
COD,1998,0.415
COD,1999,0.427
COD,2000,0.433
COD,2001,0.45
COD,2002,0.467
COD,2003,0.481
COD,2004,0.5
COD,2005,0.518
COD,2006,0.52
COD,2007,0.522
COD,2008,0.526
COD,2009,0.539
COD,2010,0.537
COD,2011,0.535
COD,2012,0.534
COD,2013,0.543
COD,2014,0.545
COD,2015,0.552
COD,2016,0.554
COD,2017,0.557
COD,2018,0.558
ERI,1987,0.301
ERI,1988,0.3
ERI,1989,0.305
ERI,1990,0.302
ERI,1991,0.306
ERI,1992,0.299
ERI,1993,0.315
ERI,1994,0.331
ERI,1995,0.379
ERI,1996,0.399
ERI,1997,0.42
ERI,1998,0.415
ERI,1999,0.427
ERI,2000,0.433
ERI,2001,0.45
ERI,2002,0.467
ERI,2003,0.481
ERI,2004,0.5
ERI,2005,0.518
ERI,2006,0.52
ERI,2007,0.522
ERI,2008,0.526
ERI,2009,0.539
ERI,2010,0.537
ERI,2011,0.535
ERI,2012,0.534
ERI,2013,0.543
ERI,2014,0.545
ERI,2015,0.552
ERI,2016,0.554
ERI,2017,0.557
ERI,2018,0.558
ETH,1987,0.301
ETH,1988,0.3
ETH,1989,0.305
ETH,1990,0.302
ETH,1991,0.306
ETH,1992,0.299
ETH,1993,0.315
ETH,1994,0.331
ETH,1995,0.379
ETH,1996,0.399
ETH,1997,0.42
ETH,1998,0.415
ETH,1999,0.427
ETH,2000,0.433
ETH,2001,0.45
ETH,2002,0.467
ETH,2003,0.481
ETH,2004,0.5
ETH,2005,0.518
ETH,2006,0.52
ETH,2007,0.522
ETH,2008,0.526
ETH,2009,0.539
ETH,2010,0.537
ETH,2011,0.535
ETH,2012,0.534
ETH,2013,0.543
ETH,2014,0.545
ETH,2015,0.552
ETH,2016,0.554
ETH,2017,0.557
ETH,2018,0.558
GMB,1987,0.301
GMB,1988,0.3
GMB,1989,0.305
GMB,1990,0.302
GMB,1991,0.306
GMB,1992,0.299
GMB,1993,0.315
GMB,1994,0.331
GMB,1995,0.379
GMB,1996,0.399
GMB,1997,0.42
GMB,1998,0.415
GMB,1999,0.427
GMB,2000,0.433
GMB,2001,0.45
GMB,2002,0.467
GMB,2003,0.481
GMB,2004,0.5
GMB,2005,0.518
GMB,2006,0.52
GMB,2007,0.522
GMB,2008,0.526
GMB,2009,0.539
GMB,2010,0.537
GMB,2011,0.535
GMB,2012,0.534
GMB,2013,0.543
GMB,2014,0.545
GMB,2015,0.552
GMB,2016,0.554
GMB,2017,0.557
GMB,2018,0.558
GNB,1987,0.301
GNB,1988,0.3
GNB,1989,0.305
GNB,1990,0.302
GNB,1991,0.306
GNB,1992,0.299
GNB,1993,0.315
GNB,1994,0.331
GNB,1995,0.379
GNB,1996,0.399
GNB,1997,0.42
GNB,1998,0.415
GNB,1999,0.427
GNB,2000,0.433
GNB,2001,0.45
GNB,2002,0.467
GNB,2003,0.481
GNB,2004,0.5
GNB,2005,0.518
GNB,2006,0.52
GNB,2007,0.522
GNB,2008,0.526
GNB,2009,0.539
GNB,2010,0.537
GNB,2011,0.535
GNB,2012,0.534
GNB,2013,0.543
GNB,2014,0.545
GNB,2015,0.552
GNB,2016,0.554
GNB,2017,0.557
GNB,2018,0.558
LBR,1987,0.301
LBR,1988,0.3
LBR,1989,0.305
LBR,1990,0.302
LBR,1991,0.306
LBR,1992,0.299
LBR,1993,0.315
LBR,1994,0.331
LBR,1995,0.379
LBR,1996,0.399
LBR,1997,0.42
LBR,1998,0.415
LBR,1999,0.427
LBR,2000,0.433
LBR,2001,0.45
LBR,2002,0.467
LBR,2003,0.481
LBR,2004,0.5
LBR,2005,0.518
LBR,2006,0.52
LBR,2007,0.522
LBR,2008,0.526
LBR,2009,0.539
LBR,2010,0.537
LBR,2011,0.535
LBR,2012,0.534
LBR,2013,0.543
LBR,2014,0.545
LBR,2015,0.552
LBR,2016,0.554
LBR,2017,0.557
LBR,2018,0.558
MDG,1987,0.301
MDG,1988,0.3
MDG,1989,0.305
MDG,1990,0.302
MDG,1991,0.306
MDG,1992,0.299
MDG,1993,0.315
MDG,1994,0.331
MDG,1995,0.379
MDG,1996,0.399
MDG,1997,0.42
MDG,1998,0.415
MDG,1999,0.427
MDG,2000,0.433
MDG,2001,0.45
MDG,2002,0.467
MDG,2003,0.481
MDG,2004,0.5
MDG,2005,0.518
MDG,2006,0.52
MDG,2007,0.522
MDG,2008,0.526
MDG,2009,0.539
MDG,2010,0.537
MDG,2011,0.535
MDG,2012,0.534
MDG,2013,0.543
MDG,2014,0.545
MDG,2015,0.552
MDG,2016,0.554
MDG,2017,0.557
MDG,2018,0.558
MLI,1987,0.301
MLI,1988,0.3
MLI,1989,0.305
MLI,1990,0.302
MLI,1991,0.306
MLI,1992,0.299
MLI,1993,0.315
MLI,1994,0.331
MLI,1995,0.379
MLI,1996,0.399
MLI,1997,0.42
MLI,1998,0.415
MLI,1999,0.427
MLI,2000,0.433
MLI,2001,0.45
MLI,2002,0.467
MLI,2003,0.481
MLI,2004,0.5
MLI,2005,0.518
MLI,2006,0.52
MLI,2007,0.522
MLI,2008,0.526
MLI,2009,0.539
MLI,2010,0.537
MLI,2011,0.535
MLI,2012,0.534
MLI,2013,0.543
MLI,2014,0.545
MLI,2015,0.552
MLI,2016,0.554
MLI,2017,0.557
MLI,2018,0.558
MOZ,1987,0.301
MOZ,1988,0.3
MOZ,1989,0.305
MOZ,1990,0.302
MOZ,1991,0.306
MOZ,1992,0.299
MOZ,1993,0.315
MOZ,1994,0.331
MOZ,1995,0.379
MOZ,1996,0.399
MOZ,1997,0.42
MOZ,1998,0.415
MOZ,1999,0.427
MOZ,2000,0.433
MOZ,2001,0.45
MOZ,2002,0.467
MOZ,2003,0.481
MOZ,2004,0.5
MOZ,2005,0.518
MOZ,2006,0.52
MOZ,2007,0.522
MOZ,2008,0.526
MOZ,2009,0.539
MOZ,2010,0.537
MOZ,2011,0.535
MOZ,2012,0.534
MOZ,2013,0.543
MOZ,2014,0.545
MOZ,2015,0.552
MOZ,2016,0.554
MOZ,2017,0.557
MOZ,2018,0.558
MWI,1987,0.301
MWI,1988,0.3
MWI,1989,0.305
MWI,1990,0.302
MWI,1991,0.306
MWI,1992,0.299
MWI,1993,0.315
MWI,1994,0.331
MWI,1995,0.379
MWI,1996,0.399
MWI,1997,0.42
MWI,1998,0.415
MWI,1999,0.427
MWI,2000,0.433
MWI,2001,0.45
MWI,2002,0.467
MWI,2003,0.481
MWI,2004,0.5
MWI,2005,0.518
MWI,2006,0.52
MWI,2007,0.522
MWI,2008,0.526
MWI,2009,0.539
MWI,2010,0.537
MWI,2011,0.535
MWI,2012,0.534
MWI,2013,0.543
MWI,2014,0.545
MWI,2015,0.552
MWI,2016,0.554
MWI,2017,0.557
MWI,2018,0.558
NER,1987,0.301
NER,1988,0.3
NER,1989,0.305
NER,1990,0.302
NER,1991,0.306
NER,1992,0.299
NER,1993,0.315
NER,1994,0.331
NER,1995,0.379
NER,1996,0.399
NER,1997,0.42
NER,1998,0.415
NER,1999,0.427
NER,2000,0.433
NER,2001,0.45
NER,2002,0.467
NER,2003,0.481
NER,2004,0.5
NER,2005,0.518
NER,2006,0.52
NER,2007,0.522
NER,2008,0.526
NER,2009,0.539
NER,2010,0.537
NER,2011,0.535
NER,2012,0.534
NER,2013,0.543
NER,2014,0.545
NER,2015,0.552
NER,2016,0.554
NER,2017,0.557
NER,2018,0.558
PRK,1987,0.301
PRK,1988,0.3
PRK,1989,0.305
PRK,1990,0.302
PRK,1991,0.306
PRK,1992,0.299
PRK,1993,0.315
PRK,1994,0.331
PRK,1995,0.379
PRK,1996,0.399
PRK,1997,0.42
PRK,1998,0.415
PRK,1999,0.427
PRK,2000,0.433
PRK,2001,0.45
PRK,2002,0.467
PRK,2003,0.481
PRK,2004,0.5
PRK,2005,0.518
PRK,2006,0.52
PRK,2007,0.522
PRK,2008,0.526
PRK,2009,0.539
PRK,2010,0.537
PRK,2011,0.535
PRK,2012,0.534
PRK,2013,0.543
PRK,2014,0.545
PRK,2015,0.552
PRK,2016,0.554
PRK,2017,0.557
PRK,2018,0.558
RWA,1987,0.301
RWA,1988,0.3
RWA,1989,0.305
RWA,1990,0.302
RWA,1991,0.306
RWA,1992,0.299
RWA,1993,0.315
RWA,1994,0.331
RWA,1995,0.379
RWA,1996,0.399
RWA,1997,0.42
RWA,1998,0.415
RWA,1999,0.427
RWA,2000,0.433
RWA,2001,0.45
RWA,2002,0.467
RWA,2003,0.481
RWA,2004,0.5
RWA,2005,0.518
RWA,2006,0.52
RWA,2007,0.522
RWA,2008,0.526
RWA,2009,0.539
RWA,2010,0.537
RWA,2011,0.535
RWA,2012,0.534
RWA,2013,0.543
RWA,2014,0.545
RWA,2015,0.552
RWA,2016,0.554
RWA,2017,0.557
RWA,2018,0.558
SDN,1987,0.301
SDN,1988,0.3
SDN,1989,0.305
SDN,1990,0.302
SDN,1991,0.306
SDN,1992,0.299
SDN,1993,0.315
SDN,1994,0.331
SDN,1995,0.379
SDN,1996,0.399
SDN,1997,0.42
SDN,1998,0.415
SDN,1999,0.427
SDN,2000,0.433
SDN,2001,0.45
SDN,2002,0.467
SDN,2003,0.481
SDN,2004,0.5
SDN,2005,0.518
SDN,2006,0.52
SDN,2007,0.522
SDN,2008,0.526
SDN,2009,0.539
SDN,2010,0.537
SDN,2011,0.535
SDN,2012,0.534
SDN,2013,0.543
SDN,2014,0.545
SDN,2015,0.552
SDN,2016,0.554
SDN,2017,0.557
SDN,2018,0.558
SLE,1987,0.301
SLE,1988,0.3
SLE,1989,0.305
SLE,1990,0.302
SLE,1991,0.306
SLE,1992,0.299
SLE,1993,0.315
SLE,1994,0.331
SLE,1995,0.379
SLE,1996,0.399
SLE,1997,0.42
SLE,1998,0.415
SLE,1999,0.427
SLE,2000,0.433
SLE,2001,0.45
SLE,2002,0.467
SLE,2003,0.481
SLE,2004,0.5
SLE,2005,0.518
SLE,2006,0.52
SLE,2007,0.522
SLE,2008,0.526
SLE,2009,0.539
SLE,2010,0.537
SLE,2011,0.535
SLE,2012,0.534
SLE,2013,0.543
SLE,2014,0.545
SLE,2015,0.552
SLE,2016,0.554
SLE,2017,0.557
SLE,2018,0.558
SOM,1987,0.301
SOM,1988,0.3
SOM,1989,0.305
SOM,1990,0.302
SOM,1991,0.306
SOM,1992,0.299
SOM,1993,0.315
SOM,1994,0.331
SOM,1995,0.379
SOM,1996,0.399
SOM,1997,0.42
SOM,1998,0.415
SOM,1999,0.427
SOM,2000,0.433
SOM,2001,0.45
SOM,2002,0.467
SOM,2003,0.481
SOM,2004,0.5
SOM,2005,0.518
SOM,2006,0.52
SOM,2007,0.522
SOM,2008,0.526
SOM,2009,0.539
SOM,2010,0.537
SOM,2011,0.535
SOM,2012,0.534
SOM,2013,0.543
SOM,2014,0.545
SOM,2015,0.552
SOM,2016,0.554
SOM,2017,0.557
SOM,2018,0.558
SSD,1987,0.301
SSD,1988,0.3
SSD,1989,0.305
SSD,1990,0.302
SSD,1991,0.306
SSD,1992,0.299
SSD,1993,0.315
SSD,1994,0.331
SSD,1995,0.379
SSD,1996,0.399
SSD,1997,0.42
SSD,1998,0.415
SSD,1999,0.427
SSD,2000,0.433
SSD,2001,0.45
SSD,2002,0.467
SSD,2003,0.481
SSD,2004,0.5
SSD,2005,0.518
SSD,2006,0.52
SSD,2007,0.522
SSD,2008,0.526
SSD,2009,0.539
SSD,2010,0.537
SSD,2011,0.535
SSD,2012,0.534
SSD,2013,0.543
SSD,2014,0.545
SSD,2015,0.552
SSD,2016,0.554
SSD,2017,0.557
SSD,2018,0.558
SYR,1987,0.301
SYR,1988,0.3
SYR,1989,0.305
SYR,1990,0.302
SYR,1991,0.306
SYR,1992,0.299
SYR,1993,0.315
SYR,1994,0.331
SYR,1995,0.379
SYR,1996,0.399
SYR,1997,0.42
SYR,1998,0.415
SYR,1999,0.427
SYR,2000,0.433
SYR,2001,0.45
SYR,2002,0.467
SYR,2003,0.481
SYR,2004,0.5
SYR,2005,0.518
SYR,2006,0.52
SYR,2007,0.522
SYR,2008,0.526
SYR,2009,0.539
SYR,2010,0.537
SYR,2011,0.535
SYR,2012,0.534
SYR,2013,0.543
SYR,2014,0.545
SYR,2015,0.552
SYR,2016,0.554
SYR,2017,0.557
SYR,2018,0.558
TCD,1987,0.301
TCD,1988,0.3
TCD,1989,0.305
TCD,1990,0.302
TCD,1991,0.306
TCD,1992,0.299
TCD,1993,0.315
TCD,1994,0.331
TCD,1995,0.379
TCD,1996,0.399
TCD,1997,0.42
TCD,1998,0.415
TCD,1999,0.427
TCD,2000,0.433
TCD,2001,0.45
TCD,2002,0.467
TCD,2003,0.481
TCD,2004,0.5
TCD,2005,0.518
TCD,2006,0.52
TCD,2007,0.522
TCD,2008,0.526
TCD,2009,0.539
TCD,2010,0.537
TCD,2011,0.535
TCD,2012,0.534
TCD,2013,0.543
TCD,2014,0.545
TCD,2015,0.552
TCD,2016,0.554
TCD,2017,0.557
TCD,2018,0.558
TGO,1987,0.301
TGO,1988,0.3
TGO,1989,0.305
TGO,1990,0.302
TGO,1991,0.306
TGO,1992,0.299
TGO,1993,0.315
TGO,1994,0.331
TGO,1995,0.379
TGO,1996,0.399
TGO,1997,0.42
TGO,1998,0.415
TGO,1999,0.427
TGO,2000,0.433
TGO,2001,0.45
TGO,2002,0.467
TGO,2003,0.481
TGO,2004,0.5
TGO,2005,0.518
TGO,2006,0.52
TGO,2007,0.522
TGO,2008,0.526
TGO,2009,0.539
TGO,2010,0.537
TGO,2011,0.535
TGO,2012,0.534
TGO,2013,0.543
TGO,2014,0.545
TGO,2015,0.552
TGO,2016,0.554
TGO,2017,0.557
TGO,2018,0.558
UGA,1987,0.301
UGA,1988,0.3
UGA,1989,0.305
UGA,1990,0.302
UGA,1991,0.306
UGA,1992,0.299
UGA,1993,0.315
UGA,1994,0.331
UGA,1995,0.379
UGA,1996,0.399
UGA,1997,0.42
UGA,1998,0.415
UGA,1999,0.427
UGA,2000,0.433
UGA,2001,0.45
UGA,2002,0.467
UGA,2003,0.481
UGA,2004,0.5
UGA,2005,0.518
UGA,2006,0.52
UGA,2007,0.522
UGA,2008,0.526
UGA,2009,0.539
UGA,2010,0.537
UGA,2011,0.535
UGA,2012,0.534
UGA,2013,0.543
UGA,2014,0.545
UGA,2015,0.552
UGA,2016,0.554
UGA,2017,0.557
UGA,2018,0.558
YEM,1987,0.301
YEM,1988,0.3
YEM,1989,0.305
YEM,1990,0.302
YEM,1991,0.306
YEM,1992,0.299
YEM,1993,0.315
YEM,1994,0.331
YEM,1995,0.379
YEM,1996,0.399
YEM,1997,0.42
YEM,1998,0.415
YEM,1999,0.427
YEM,2000,0.433
YEM,2001,0.45
YEM,2002,0.467
YEM,2003,0.481
YEM,2004,0.5
YEM,2005,0.518
YEM,2006,0.52
YEM,2007,0.522
YEM,2008,0.526
YEM,2009,0.539
YEM,2010,0.537
YEM,2011,0.535
YEM,2012,0.534
YEM,2013,0.543
YEM,2014,0.545
YEM,2015,0.552
YEM,2016,0.554
YEM,2017,0.557
YEM,2018,0.558
AGO,1987,0.339
AGO,1988,0.338
AGO,1989,0.335
AGO,1990,0.333
AGO,1991,0.33
AGO,1992,0.333
AGO,1993,0.342
AGO,1994,0.351
AGO,1995,0.374
AGO,1996,0.402
AGO,1997,0.42
AGO,1998,0.429
AGO,1999,0.448
AGO,2000,0.459
AGO,2001,0.469
AGO,2002,0.486
AGO,2003,0.495
AGO,2004,0.511
AGO,2005,0.52
AGO,2006,0.5245
AGO,2007,0.529
AGO,2008,0.539
AGO,2009,0.549
AGO,2010,0.547
AGO,2011,0.555
AGO,2012,0.554
AGO,2013,0.559
AGO,2014,0.564
AGO,2015,0.57
AGO,2016,0.568
AGO,2017,0.575
AGO,2018,0.573
BEN,1987,0.339
BEN,1988,0.338
BEN,1989,0.335
BEN,1990,0.333
BEN,1991,0.33
BEN,1992,0.333
BEN,1993,0.342
BEN,1994,0.351
BEN,1995,0.374
BEN,1996,0.402
BEN,1997,0.42
BEN,1998,0.429
BEN,1999,0.448
BEN,2000,0.459
BEN,2001,0.469
BEN,2002,0.486
BEN,2003,0.495
BEN,2004,0.511
BEN,2005,0.52
BEN,2006,0.5245
BEN,2007,0.529
BEN,2008,0.539
BEN,2009,0.549
BEN,2010,0.547
BEN,2011,0.555
BEN,2012,0.554
BEN,2013,0.559
BEN,2014,0.564
BEN,2015,0.57
BEN,2016,0.568
BEN,2017,0.575
BEN,2018,0.573
BGD,1987,0.339
BGD,1988,0.338
BGD,1989,0.335
BGD,1990,0.333
BGD,1991,0.33
BGD,1992,0.333
BGD,1993,0.342
BGD,1994,0.351
BGD,1995,0.374
BGD,1996,0.402
BGD,1997,0.42
BGD,1998,0.429
BGD,1999,0.448
BGD,2000,0.459
BGD,2001,0.469
BGD,2002,0.486
BGD,2003,0.495
BGD,2004,0.511
BGD,2005,0.52
BGD,2006,0.5245
BGD,2007,0.529
BGD,2008,0.539
BGD,2009,0.549
BGD,2010,0.547
BGD,2011,0.555
BGD,2012,0.554
BGD,2013,0.559
BGD,2014,0.564
BGD,2015,0.57
BGD,2016,0.568
BGD,2017,0.575
BGD,2018,0.573
BOL,1987,0.339
BOL,1988,0.338
BOL,1989,0.335
BOL,1990,0.333
BOL,1991,0.33
BOL,1992,0.333
BOL,1993,0.342
BOL,1994,0.351
BOL,1995,0.374
BOL,1996,0.402
BOL,1997,0.42
BOL,1998,0.429
BOL,1999,0.448
BOL,2000,0.459
BOL,2001,0.469
BOL,2002,0.486
BOL,2003,0.495
BOL,2004,0.511
BOL,2005,0.52
BOL,2006,0.5245
BOL,2007,0.529
BOL,2008,0.539
BOL,2009,0.549
BOL,2010,0.547
BOL,2011,0.555
BOL,2012,0.554
BOL,2013,0.559
BOL,2014,0.564
BOL,2015,0.57
BOL,2016,0.568
BOL,2017,0.575
BOL,2018,0.573
BTN,1987,0.339
BTN,1988,0.338
BTN,1989,0.335
BTN,1990,0.333
BTN,1991,0.33
BTN,1992,0.333
BTN,1993,0.342
BTN,1994,0.351
BTN,1995,0.374
BTN,1996,0.402
BTN,1997,0.42
BTN,1998,0.429
BTN,1999,0.448
BTN,2000,0.459
BTN,2001,0.469
BTN,2002,0.486
BTN,2003,0.495
BTN,2004,0.511
BTN,2005,0.52
BTN,2006,0.5245
BTN,2007,0.529
BTN,2008,0.539
BTN,2009,0.549
BTN,2010,0.547
BTN,2011,0.555
BTN,2012,0.554
BTN,2013,0.559
BTN,2014,0.564
BTN,2015,0.57
BTN,2016,0.568
BTN,2017,0.575
BTN,2018,0.573
CIV,1987,0.339
CIV,1988,0.338
CIV,1989,0.335
CIV,1990,0.333
CIV,1991,0.33
CIV,1992,0.333
CIV,1993,0.342
CIV,1994,0.351
CIV,1995,0.374
CIV,1996,0.402
CIV,1997,0.42
CIV,1998,0.429
CIV,1999,0.448
CIV,2000,0.459
CIV,2001,0.469
CIV,2002,0.486
CIV,2003,0.495
CIV,2004,0.511
CIV,2005,0.52
CIV,2006,0.5245
CIV,2007,0.529
CIV,2008,0.539
CIV,2009,0.549
CIV,2010,0.547
CIV,2011,0.555
CIV,2012,0.554
CIV,2013,0.559
CIV,2014,0.564
CIV,2015,0.57
CIV,2016,0.568
CIV,2017,0.575
CIV,2018,0.573
CMR,1987,0.339
CMR,1988,0.338
CMR,1989,0.335
CMR,1990,0.333
CMR,1991,0.33
CMR,1992,0.333
CMR,1993,0.342
CMR,1994,0.351
CMR,1995,0.374
CMR,1996,0.402
CMR,1997,0.42
CMR,1998,0.429
CMR,1999,0.448
CMR,2000,0.459
CMR,2001,0.469
CMR,2002,0.486
CMR,2003,0.495
CMR,2004,0.511
CMR,2005,0.52
CMR,2006,0.5245
CMR,2007,0.529
CMR,2008,0.539
CMR,2009,0.549
CMR,2010,0.547
CMR,2011,0.555
CMR,2012,0.554
CMR,2013,0.559
CMR,2014,0.564
CMR,2015,0.57
CMR,2016,0.568
CMR,2017,0.575
CMR,2018,0.573
COG,1987,0.339
COG,1988,0.338
COG,1989,0.335
COG,1990,0.333
COG,1991,0.33
COG,1992,0.333
COG,1993,0.342
COG,1994,0.351
COG,1995,0.374
COG,1996,0.402
COG,1997,0.42
COG,1998,0.429
COG,1999,0.448
COG,2000,0.459
COG,2001,0.469
COG,2002,0.486
COG,2003,0.495
COG,2004,0.511
COG,2005,0.52
COG,2006,0.5245
COG,2007,0.529
COG,2008,0.539
COG,2009,0.549
COG,2010,0.547
COG,2011,0.555
COG,2012,0.554
COG,2013,0.559
COG,2014,0.564
COG,2015,0.57
COG,2016,0.568
COG,2017,0.575
COG,2018,0.573
COM,1987,0.339
COM,1988,0.338
COM,1989,0.335
COM,1990,0.333
COM,1991,0.33
COM,1992,0.333
COM,1993,0.342
COM,1994,0.351
COM,1995,0.374
COM,1996,0.402
COM,1997,0.42
COM,1998,0.429
COM,1999,0.448
COM,2000,0.459
COM,2001,0.469
COM,2002,0.486
COM,2003,0.495
COM,2004,0.511
COM,2005,0.52
COM,2006,0.5245
COM,2007,0.529
COM,2008,0.539
COM,2009,0.549
COM,2010,0.547
COM,2011,0.555
COM,2012,0.554
COM,2013,0.559
COM,2014,0.564
COM,2015,0.57
COM,2016,0.568
COM,2017,0.575
COM,2018,0.573
CPV,1987,0.339
CPV,1988,0.338
CPV,1989,0.335
CPV,1990,0.333
CPV,1991,0.33
CPV,1992,0.333
CPV,1993,0.342
CPV,1994,0.351
CPV,1995,0.374
CPV,1996,0.402
CPV,1997,0.42
CPV,1998,0.429
CPV,1999,0.448
CPV,2000,0.459
CPV,2001,0.469
CPV,2002,0.486
CPV,2003,0.495
CPV,2004,0.511
CPV,2005,0.52
CPV,2006,0.5245
CPV,2007,0.529
CPV,2008,0.539
CPV,2009,0.549
CPV,2010,0.547
CPV,2011,0.555
CPV,2012,0.554
CPV,2013,0.559
CPV,2014,0.564
CPV,2015,0.57
CPV,2016,0.568
CPV,2017,0.575
CPV,2018,0.573
DJI,1987,0.339
DJI,1988,0.338
DJI,1989,0.335
DJI,1990,0.333
DJI,1991,0.33
DJI,1992,0.333
DJI,1993,0.342
DJI,1994,0.351
DJI,1995,0.374
DJI,1996,0.402
DJI,1997,0.42
DJI,1998,0.429
DJI,1999,0.448
DJI,2000,0.459
