iso3,year,forecast_accuracy
VUT,1991,0.33
VUT,1992,0.333
VUT,1993,0.342
VUT,1994,0.351
VUT,1995,0.374
VUT,1996,0.402
VUT,1997,0.42
VUT,1998,0.429
VUT,1999,0.448
VUT,2000,0.459
VUT,2001,0.469
VUT,2002,0.486
VUT,2003,0.495
VUT,2004,0.511
VUT,2005,0.52
VUT,2006,0.5245
VUT,2007,0.529
VUT,2008,0.539
VUT,2009,0.549
VUT,2010,0.547
VUT,2011,0.555
VUT,2012,0.554
VUT,2013,0.559
VUT,2014,0.564
VUT,2015,0.57
VUT,2016,0.568
VUT,2017,0.575
VUT,2018,0.573
WSM,1987,0.339
WSM,1988,0.338
WSM,1989,0.335
WSM,1990,0.333
WSM,1991,0.33
WSM,1992,0.333
WSM,1993,0.342
WSM,1994,0.351
WSM,1995,0.374
WSM,1996,0.402
WSM,1997,0.42
WSM,1998,0.429
WSM,1999,0.448
WSM,2000,0.459
WSM,2001,0.469
WSM,2002,0.486
WSM,2003,0.495
WSM,2004,0.511
WSM,2005,0.52
WSM,2006,0.5245
WSM,2007,0.529
WSM,2008,0.539
WSM,2009,0.549
WSM,2010,0.547
WSM,2011,0.555
WSM,2012,0.554
WSM,2013,0.559
WSM,2014,0.564
WSM,2015,0.57
WSM,2016,0.568
WSM,2017,0.575
WSM,2018,0.573
ZMB,1987,0.339
ZMB,1988,0.338
ZMB,1989,0.335
ZMB,1990,0.333
ZMB,1991,0.33
ZMB,1992,0.333
ZMB,1993,0.342
ZMB,1994,0.351
ZMB,1995,0.374
ZMB,1996,0.402
ZMB,1997,0.42
ZMB,1998,0.429
ZMB,1999,0.448
ZMB,2000,0.459
ZMB,2001,0.469
ZMB,2002,0.486
ZMB,2003,0.495
ZMB,2004,0.511
ZMB,2005,0.52
ZMB,2006,0.5245
ZMB,2007,0.529
ZMB,2008,0.539
ZMB,2009,0.549
ZMB,2010,0.547
ZMB,2011,0.555
ZMB,2012,0.554
ZMB,2013,0.559
ZMB,2014,0.564
ZMB,2015,0.57
ZMB,2016,0.568
ZMB,2017,0.575
ZMB,2018,0.573
ZWE,1987,0.339
ZWE,1988,0.338
ZWE,1989,0.335
ZWE,1990,0.333
ZWE,1991,0.33
ZWE,1992,0.333
ZWE,1993,0.342
ZWE,1994,0.351
ZWE,1995,0.374
ZWE,1996,0.402
ZWE,1997,0.42
ZWE,1998,0.429
ZWE,1999,0.448
ZWE,2000,0.459
ZWE,2001,0.469
ZWE,2002,0.486
ZWE,2003,0.495
ZWE,2004,0.511
ZWE,2005,0.52
ZWE,2006,0.5245
ZWE,2007,0.529
ZWE,2008,0.539
ZWE,2009,0.549
ZWE,2010,0.547
ZWE,2011,0.555
ZWE,2012,0.554
ZWE,2013,0.559
ZWE,2014,0.564
ZWE,2015,0.57
ZWE,2016,0.568
ZWE,2017,0.575
ZWE,2018,0.573
ALB,1987,0.385
ALB,1988,0.41
ALB,1989,0.405
ALB,1990,0.41
ALB,1991,0.411
ALB,1992,0.412
ALB,1993,0.409
ALB,1994,0.417
ALB,1995,0.434
ALB,1996,0.461
ALB,1997,0.485
ALB,1998,0.51
ALB,1999,0.535
ALB,2000,0.545
ALB,2001,0.552
ALB,2002,0.567
ALB,2003,0.576
ALB,2004,0.59
ALB,2005,0.601
ALB,2006,0.606
ALB,2007,0.611
ALB,2008,0.617
ALB,2009,0.625
ALB,2010,0.612
ALB,2011,0.613
ALB,2012,0.609
ALB,2013,0.614
ALB,2014,0.616
ALB,2015,0.626
ALB,2016,0.623
ALB,2017,0.629
ALB,2018,0.63
ARG,1987,0.385
ARG,1988,0.41
ARG,1989,0.405
ARG,1990,0.41
ARG,1991,0.411
ARG,1992,0.412
ARG,1993,0.409
ARG,1994,0.417
ARG,1995,0.434
ARG,1996,0.461
ARG,1997,0.485
ARG,1998,0.51
ARG,1999,0.535
ARG,2000,0.545
ARG,2001,0.552
ARG,2002,0.567
ARG,2003,0.576
ARG,2004,0.59
ARG,2005,0.601
ARG,2006,0.606
ARG,2007,0.611
ARG,2008,0.617
ARG,2009,0.625
ARG,2010,0.612
ARG,2011,0.613
ARG,2012,0.609
ARG,2013,0.614
ARG,2014,0.616
ARG,2015,0.626
ARG,2016,0.623
ARG,2017,0.629
ARG,2018,0.63
ARM,1987,0.385
ARM,1988,0.41
ARM,1989,0.405
ARM,1990,0.41
ARM,1991,0.411
ARM,1992,0.412
ARM,1993,0.409
ARM,1994,0.417
ARM,1995,0.434
ARM,1996,0.461
ARM,1997,0.485
ARM,1998,0.51
ARM,1999,0.535
ARM,2000,0.545
ARM,2001,0.552
ARM,2002,0.567
ARM,2003,0.576
ARM,2004,0.59
ARM,2005,0.601
ARM,2006,0.606
ARM,2007,0.611
ARM,2008,0.617
ARM,2009,0.625
ARM,2010,0.612
ARM,2011,0.613
ARM,2012,0.609
ARM,2013,0.614
ARM,2014,0.616
ARM,2015,0.626
ARM,2016,0.623
ARM,2017,0.629
ARM,2018,0.63
AZE,1987,0.385
AZE,1988,0.41
AZE,1989,0.405
AZE,1990,0.41
AZE,1991,0.411
AZE,1992,0.412
AZE,1993,0.409
AZE,1994,0.417
AZE,1995,0.434
AZE,1996,0.461
AZE,1997,0.485
AZE,1998,0.51
AZE,1999,0.535
AZE,2000,0.545
AZE,2001,0.552
AZE,2002,0.567
AZE,2003,0.576
AZE,2004,0.59
AZE,2005,0.601
AZE,2006,0.606
AZE,2007,0.611
AZE,2008,0.617
AZE,2009,0.625
AZE,2010,0.612
AZE,2011,0.613
AZE,2012,0.609
AZE,2013,0.614
AZE,2014,0.616
AZE,2015,0.626
AZE,2016,0.623
AZE,2017,0.629
AZE,2018,0.63
BGR,1987,0.385
BGR,1988,0.41
BGR,1989,0.405
BGR,1990,0.41
BGR,1991,0.411
BGR,1992,0.412
BGR,1993,0.409
BGR,1994,0.417
BGR,1995,0.434
BGR,1996,0.461
BGR,1997,0.485
BGR,1998,0.51
BGR,1999,0.535
BGR,2000,0.545
BGR,2001,0.552
BGR,2002,0.567
BGR,2003,0.576
BGR,2004,0.59
BGR,2005,0.601
BGR,2006,0.606
BGR,2007,0.611
BGR,2008,0.617
BGR,2009,0.625
BGR,2010,0.612
BGR,2011,0.613
BGR,2012,0.609
BGR,2013,0.614
BGR,2014,0.616
BGR,2015,0.626
BGR,2016,0.623
BGR,2017,0.629
BGR,2018,0.63
BIH,1987,0.385
BIH,1988,0.41
BIH,1989,0.405
BIH,1990,0.41
BIH,1991,0.411
BIH,1992,0.412
BIH,1993,0.409
BIH,1994,0.417
BIH,1995,0.434
BIH,1996,0.461
BIH,1997,0.485
BIH,1998,0.51
BIH,1999,0.535
BIH,2000,0.545
BIH,2001,0.552
BIH,2002,0.567
BIH,2003,0.576
BIH,2004,0.59
BIH,2005,0.601
BIH,2006,0.606
BIH,2007,0.611
BIH,2008,0.617
BIH,2009,0.625
BIH,2010,0.612
BIH,2011,0.613
BIH,2012,0.609
BIH,2013,0.614
BIH,2014,0.616
BIH,2015,0.626
BIH,2016,0.623
BIH,2017,0.629
BIH,2018,0.63
BLR,1987,0.385
BLR,1988,0.41
BLR,1989,0.405
BLR,1990,0.41
BLR,1991,0.411
BLR,1992,0.412
BLR,1993,0.409
BLR,1994,0.417
BLR,1995,0.434
BLR,1996,0.461
BLR,1997,0.485
BLR,1998,0.51
BLR,1999,0.535
BLR,2000,0.545
BLR,2001,0.552
BLR,2002,0.567
BLR,2003,0.576
BLR,2004,0.59
BLR,2005,0.601
BLR,2006,0.606
BLR,2007,0.611
BLR,2008,0.617
BLR,2009,0.625
BLR,2010,0.612
BLR,2011,0.613
BLR,2012,0.609
BLR,2013,0.614
BLR,2014,0.616
BLR,2015,0.626
BLR,2016,0.623
BLR,2017,0.629
BLR,2018,0.63
BLZ,1987,0.385
BLZ,1988,0.41
BLZ,1989,0.405
BLZ,1990,0.41
BLZ,1991,0.411
BLZ,1992,0.412
BLZ,1993,0.409
BLZ,1994,0.417
BLZ,1995,0.434
BLZ,1996,0.461
BLZ,1997,0.485
BLZ,1998,0.51
BLZ,1999,0.535
BLZ,2000,0.545
BLZ,2001,0.552
BLZ,2002,0.567
BLZ,2003,0.576
BLZ,2004,0.59
BLZ,2005,0.601
BLZ,2006,0.606
BLZ,2007,0.611
BLZ,2008,0.617
BLZ,2009,0.625
BLZ,2010,0.612
BLZ,2011,0.613
BLZ,2012,0.609
BLZ,2013,0.614
BLZ,2014,0.616
BLZ,2015,0.626
BLZ,2016,0.623
BLZ,2017,0.629
BLZ,2018,0.63
BRA,1987,0.385
BRA,1988,0.41
BRA,1989,0.405
BRA,1990,0.41
BRA,1991,0.411
BRA,1992,0.412
BRA,1993,0.409
BRA,1994,0.417
BRA,1995,0.434
BRA,1996,0.461
BRA,1997,0.485
BRA,1998,0.51
BRA,1999,0.535
BRA,2000,0.545
BRA,2001,0.552
BRA,2002,0.567
BRA,2003,0.576
BRA,2004,0.59
BRA,2005,0.601
BRA,2006,0.606
BRA,2007,0.611
BRA,2008,0.617
BRA,2009,0.625
BRA,2010,0.612
BRA,2011,0.613
BRA,2012,0.609
BRA,2013,0.614
BRA,2014,0.616
BRA,2015,0.626
BRA,2016,0.623
BRA,2017,0.629
BRA,2018,0.63
BWA,1987,0.385
BWA,1988,0.41
BWA,1989,0.405
BWA,1990,0.41
BWA,1991,0.411
BWA,1992,0.412
BWA,1993,0.409
BWA,1994,0.417
BWA,1995,0.434
BWA,1996,0.461
BWA,1997,0.485
BWA,1998,0.51
BWA,1999,0.535
BWA,2000,0.545
BWA,2001,0.552
BWA,2002,0.567
BWA,2003,0.576
BWA,2004,0.59
BWA,2005,0.601
BWA,2006,0.606
BWA,2007,0.611
BWA,2008,0.617
BWA,2009,0.625
BWA,2010,0.612
BWA,2011,0.613
BWA,2012,0.609
BWA,2013,0.614
BWA,2014,0.616
BWA,2015,0.626
BWA,2016,0.623
BWA,2017,0.629
BWA,2018,0.63
CHN,1987,0.385
CHN,1988,0.41
CHN,1989,0.405
CHN,1990,0.41
CHN,1991,0.411
CHN,1992,0.412
CHN,1993,0.409
CHN,1994,0.417
CHN,1995,0.434
CHN,1996,0.461
CHN,1997,0.485
CHN,1998,0.51
CHN,1999,0.535
CHN,2000,0.545
CHN,2001,0.552
CHN,2002,0.567
CHN,2003,0.576
CHN,2004,0.59
CHN,2005,0.601
CHN,2006,0.606
CHN,2007,0.611
CHN,2008,0.617
CHN,2009,0.625
CHN,2010,0.612
CHN,2011,0.613
CHN,2012,0.609
CHN,2013,0.614
CHN,2014,0.616
CHN,2015,0.626
CHN,2016,0.623
CHN,2017,0.629
CHN,2018,0.63
COL,1987,0.385
COL,1988,0.41
COL,1989,0.405
COL,1990,0.41
COL,1991,0.411
COL,1992,0.412
COL,1993,0.409
COL,1994,0.417
COL,1995,0.434
COL,1996,0.461
COL,1997,0.485
COL,1998,0.51
COL,1999,0.535
COL,2000,0.545
COL,2001,0.552
COL,2002,0.567
COL,2003,0.576
COL,2004,0.59
COL,2005,0.601
COL,2006,0.606
COL,2007,0.611
COL,2008,0.617
COL,2009,0.625
COL,2010,0.612
COL,2011,0.613
COL,2012,0.609
COL,2013,0.614
COL,2014,0.616
COL,2015,0.626
COL,2016,0.623
COL,2017,0.629
COL,2018,0.63
CRI,1987,0.385
CRI,1988,0.41
CRI,1989,0.405
CRI,1990,0.41
CRI,1991,0.411
CRI,1992,0.412
CRI,1993,0.409
CRI,1994,0.417
CRI,1995,0.434
CRI,1996,0.461
CRI,1997,0.485
CRI,1998,0.51
CRI,1999,0.535
CRI,2000,0.545
CRI,2001,0.552
CRI,2002,0.567
CRI,2003,0.576
CRI,2004,0.59
CRI,2005,0.601
CRI,2006,0.606
CRI,2007,0.611
CRI,2008,0.617
CRI,2009,0.625
CRI,2010,0.612
CRI,2011,0.613
CRI,2012,0.609
CRI,2013,0.614
CRI,2014,0.616
CRI,2015,0.626
CRI,2016,0.623
CRI,2017,0.629
CRI,2018,0.63
CUB,1987,0.385
CUB,1988,0.41
CUB,1989,0.405
CUB,1990,0.41
CUB,1991,0.411
CUB,1992,0.412
CUB,1993,0.409
CUB,1994,0.417
CUB,1995,0.434
CUB,1996,0.461
CUB,1997,0.485
CUB,1998,0.51
CUB,1999,0.535
CUB,2000,0.545
CUB,2001,0.552
CUB,2002,0.567
CUB,2003,0.576
CUB,2004,0.59
CUB,2005,0.601
CUB,2006,0.606
CUB,2007,0.611
CUB,2008,0.617
CUB,2009,0.625
CUB,2010,0.612
CUB,2011,0.613
CUB,2012,0.609
CUB,2013,0.614
CUB,2014,0.616
CUB,2015,0.626
CUB,2016,0.623
CUB,2017,0.629
CUB,2018,0.63
DMA,1987,0.385
DMA,1988,0.41
DMA,1989,0.405
DMA,1990,0.41
DMA,1991,0.411
DMA,1992,0.412
DMA,1993,0.409
DMA,1994,0.417
DMA,1995,0.434
DMA,1996,0.461
DMA,1997,0.485
DMA,1998,0.51
DMA,1999,0.535
DMA,2000,0.545
DMA,2001,0.552
DMA,2002,0.567
DMA,2003,0.576
DMA,2004,0.59
DMA,2005,0.601
DMA,2006,0.606
DMA,2007,0.611
DMA,2008,0.617
DMA,2009,0.625
DMA,2010,0.612
DMA,2011,0.613
DMA,2012,0.609
DMA,2013,0.614
DMA,2014,0.616
DMA,2015,0.626
DMA,2016,0.623
DMA,2017,0.629
DMA,2018,0.63
DOM,1987,0.385
DOM,1988,0.41
DOM,1989,0.405
DOM,1990,0.41
DOM,1991,0.411
DOM,1992,0.412
DOM,1993,0.409
DOM,1994,0.417
DOM,1995,0.434
DOM,1996,0.461
DOM,1997,0.485
DOM,1998,0.51
DOM,1999,0.535
DOM,2000,0.545
DOM,2001,0.552
DOM,2002,0.567
DOM,2003,0.576
DOM,2004,0.59
DOM,2005,0.601
DOM,2006,0.606
DOM,2007,0.611
DOM,2008,0.617
DOM,2009,0.625
DOM,2010,0.612
DOM,2011,0.613
DOM,2012,0.609
DOM,2013,0.614
DOM,2014,0.616
DOM,2015,0.626
DOM,2016,0.623
DOM,2017,0.629
DOM,2018,0.63
ECU,1987,0.385
ECU,1988,0.41
ECU,1989,0.405
ECU,1990,0.41
ECU,1991,0.411
ECU,1992,0.412
ECU,1993,0.409
ECU,1994,0.417
ECU,1995,0.434
ECU,1996,0.461
ECU,1997,0.485
ECU,1998,0.51
ECU,1999,0.535
ECU,2000,0.545
ECU,2001,0.552
ECU,2002,0.567
ECU,2003,0.576
ECU,2004,0.59
ECU,2005,0.601
ECU,2006,0.606
ECU,2007,0.611
ECU,2008,0.617
ECU,2009,0.625
ECU,2010,0.612
ECU,2011,0.613
ECU,2012,0.609
ECU,2013,0.614
ECU,2014,0.616
ECU,2015,0.626
ECU,2016,0.623
ECU,2017,0.629
ECU,2018,0.63
FJI,1987,0.385
FJI,1988,0.41
FJI,1989,0.405
FJI,1990,0.41
FJI,1991,0.411
FJI,1992,0.412
FJI,1993,0.409
FJI,1994,0.417
FJI,1995,0.434
FJI,1996,0.461
FJI,1997,0.485
FJI,1998,0.51
FJI,1999,0.535
FJI,2000,0.545
FJI,2001,0.552
FJI,2002,0.567
FJI,2003,0.576
FJI,2004,0.59
FJI,2005,0.601
FJI,2006,0.606
FJI,2007,0.611
FJI,2008,0.617
FJI,2009,0.625
FJI,2010,0.612
FJI,2011,0.613
FJI,2012,0.609
FJI,2013,0.614
FJI,2014,0.616
FJI,2015,0.626
FJI,2016,0.623
FJI,2017,0.629
FJI,2018,0.63
GAB,1987,0.385
GAB,1988,0.41
GAB,1989,0.405
GAB,1990,0.41
GAB,1991,0.411
GAB,1992,0.412
GAB,1993,0.409
GAB,1994,0.417
GAB,1995,0.434
GAB,1996,0.461
GAB,1997,0.485
GAB,1998,0.51
GAB,1999,0.535
GAB,2000,0.545
GAB,2001,0.552
GAB,2002,0.567
GAB,2003,0.576
GAB,2004,0.59
GAB,2005,0.601
GAB,2006,0.606
GAB,2007,0.611
GAB,2008,0.617
GAB,2009,0.625
GAB,2010,0.612
GAB,2011,0.613
GAB,2012,0.609
GAB,2013,0.614
GAB,2014,0.616
GAB,2015,0.626
GAB,2016,0.623
GAB,2017,0.629
GAB,2018,0.63
GEO,1987,0.385
GEO,1988,0.41
GEO,1989,0.405
GEO,1990,0.41
GEO,1991,0.411
GEO,1992,0.412
GEO,1993,0.409
GEO,1994,0.417
GEO,1995,0.434
GEO,1996,0.461
GEO,1997,0.485
GEO,1998,0.51
GEO,1999,0.535
GEO,2000,0.545
GEO,2001,0.552
GEO,2002,0.567
GEO,2003,0.576
GEO,2004,0.59
GEO,2005,0.601
GEO,2006,0.606
GEO,2007,0.611
GEO,2008,0.617
GEO,2009,0.625
GEO,2010,0.612
GEO,2011,0.613
GEO,2012,0.609
GEO,2013,0.614
GEO,2014,0.616
GEO,2015,0.626
GEO,2016,0.623
GEO,2017,0.629
GEO,2018,0.63
GNQ,1987,0.385
GNQ,1988,0.41
GNQ,1989,0.405
GNQ,1990,0.41
GNQ,1991,0.411
GNQ,1992,0.412
GNQ,1993,0.409
GNQ,1994,0.417
GNQ,1995,0.434
GNQ,1996,0.461
GNQ,1997,0.485
GNQ,1998,0.51
GNQ,1999,0.535
GNQ,2000,0.545
GNQ,2001,0.552
GNQ,2002,0.567
GNQ,2003,0.576
GNQ,2004,0.59
GNQ,2005,0.601
GNQ,2006,0.606
GNQ,2007,0.611
GNQ,2008,0.617
GNQ,2009,0.625
GNQ,2010,0.612
GNQ,2011,0.613
GNQ,2012,0.609
GNQ,2013,0.614
GNQ,2014,0.616
GNQ,2015,0.626
GNQ,2016,0.623
GNQ,2017,0.629
GNQ,2018,0.63
GRD,1987,0.385
GRD,1988,0.41
GRD,1989,0.405
GRD,1990,0.41
GRD,1991,0.411
GRD,1992,0.412
GRD,1993,0.409
GRD,1994,0.417
GRD,1995,0.434
GRD,1996,0.461
GRD,1997,0.485
GRD,1998,0.51
GRD,1999,0.535
GRD,2000,0.545
GRD,2001,0.552
GRD,2002,0.567
GRD,2003,0.576
GRD,2004,0.59
GRD,2005,0.601
GRD,2006,0.606
GRD,2007,0.611
GRD,2008,0.617
GRD,2009,0.625
GRD,2010,0.612
GRD,2011,0.613
GRD,2012,0.609
GRD,2013,0.614
GRD,2014,0.616
GRD,2015,0.626
GRD,2016,0.623
GRD,2017,0.629
GRD,2018,0.63
GTM,1987,0.385
GTM,1988,0.41
GTM,1989,0.405
GTM,1990,0.41
GTM,1991,0.411
GTM,1992,0.412
GTM,1993,0.409
GTM,1994,0.417
GTM,1995,0.434
GTM,1996,0.461
GTM,1997,0.485
GTM,1998,0.51
GTM,1999,0.535
GTM,2000,0.545
GTM,2001,0.552
GTM,2002,0.567
GTM,2003,0.576
GTM,2004,0.59
GTM,2005,0.601
GTM,2006,0.606
GTM,2007,0.611
GTM,2008,0.617
GTM,2009,0.625
GTM,2010,0.612
GTM,2011,0.613
GTM,2012,0.609
GTM,2013,0.614
GTM,2014,0.616
GTM,2015,0.626
GTM,2016,0.623
GTM,2017,0.629
GTM,2018,0.63
IDN,1987,0.385
IDN,1988,0.41
IDN,1989,0.405
IDN,1990,0.41
IDN,1991,0.411
IDN,1992,0.412
IDN,1993,0.409
IDN,1994,0.417
IDN,1995,0.434
IDN,1996,0.461
IDN,1997,0.485
IDN,1998,0.51
IDN,1999,0.535
IDN,2000,0.545
IDN,2001,0.552
IDN,2002,0.567
IDN,2003,0.576
IDN,2004,0.59
IDN,2005,0.601
IDN,2006,0.606
IDN,2007,0.611
IDN,2008,0.617
IDN,2009,0.625
IDN,2010,0.612
IDN,2011,0.613
IDN,2012,0.609
IDN,2013,0.614
IDN,2014,0.616
IDN,2015,0.626
IDN,2016,0.623
IDN,2017,0.629
IDN,2018,0.63
IRQ,1987,0.385
IRQ,1988,0.41
IRQ,1989,0.405
IRQ,1990,0.41
IRQ,1991,0.411
IRQ,1992,0.412
IRQ,1993,0.409
IRQ,1994,0.417
IRQ,1995,0.434
IRQ,1996,0.461
IRQ,1997,0.485
IRQ,1998,0.51
IRQ,1999,0.535
IRQ,2000,0.545
IRQ,2001,0.552
IRQ,2002,0.567
IRQ,2003,0.576
IRQ,2004,0.59
IRQ,2005,0.601
IRQ,2006,0.606
IRQ,2007,0.611
IRQ,2008,0.617
IRQ,2009,0.625
IRQ,2010,0.612
IRQ,2011,0.613
IRQ,2012,0.609
IRQ,2013,0.614
IRQ,2014,0.616
IRQ,2015,0.626
IRQ,2016,0.623
IRQ,2017,0.629
IRQ,2018,0.63
JAM,1987,0.385
JAM,1988,0.41
JAM,1989,0.405
JAM,1990,0.41
JAM,1991,0.411
JAM,1992,0.412
JAM,1993,0.409
JAM,1994,0.417
JAM,1995,0.434
JAM,1996,0.461
JAM,1997,0.485
JAM,1998,0.51
JAM,1999,0.535
JAM,2000,0.545
JAM,2001,0.552
JAM,2002,0.567
JAM,2003,0.576
JAM,2004,0.59
JAM,2005,0.601
JAM,2006,0.606
JAM,2007,0.611
JAM,2008,0.617
JAM,2009,0.625
JAM,2010,0.612
JAM,2011,0.613
JAM,2012,0.609
JAM,2013,0.614
JAM,2014,0.616
JAM,2015,0.626
JAM,2016,0.623
JAM,2017,0.629
JAM,2018,0.63
KAZ,1987,0.385
KAZ,1988,0.41
KAZ,1989,0.405
KAZ,1990,0.41
KAZ,1991,0.411
KAZ,1992,0.412
KAZ,1993,0.409
KAZ,1994,0.417
KAZ,1995,0.434
KAZ,1996,0.461
KAZ,1997,0.485
KAZ,1998,0.51
KAZ,1999,0.535
KAZ,2000,0.545
KAZ,2001,0.552
KAZ,2002,0.567
KAZ,2003,0.576
KAZ,2004,0.59
KAZ,2005,0.601
KAZ,2006,0.606
KAZ,2007,0.611
KAZ,2008,0.617
KAZ,2009,0.625
KAZ,2010,0.612
KAZ,2011,0.613
KAZ,2012,0.609
KAZ,2013,0.614
KAZ,2014,0.616
KAZ,2015,0.626
KAZ,2016,0.623
KAZ,2017,0.629
KAZ,2018,0.63
LBY,1987,0.385
LBY,1988,0.41
LBY,1989,0.405
LBY,1990,0.41
LBY,1991,0.411
LBY,1992,0.412
LBY,1993,0.409
LBY,1994,0.417
LBY,1995,0.434
LBY,1996,0.461
LBY,1997,0.485
LBY,1998,0.51
LBY,1999,0.535
LBY,2000,0.545
LBY,2001,0.552
LBY,2002,0.567
LBY,2003,0.576
LBY,2004,0.59
LBY,2005,0.601
LBY,2006,0.606
LBY,2007,0.611
LBY,2008,0.617
LBY,2009,0.625
LBY,2010,0.612
LBY,2011,0.613
LBY,2012,0.609
LBY,2013,0.614
LBY,2014,0.616
LBY,2015,0.626
LBY,2016,0.623
LBY,2017,0.629
LBY,2018,0.63
LCA,1987,0.385
LCA,1988,0.41
LCA,1989,0.405
LCA,1990,0.41
LCA,1991,0.411
LCA,1992,0.412
LCA,1993,0.409
LCA,1994,0.417
LCA,1995,0.434
LCA,1996,0.461
LCA,1997,0.485
LCA,1998,0.51
LCA,1999,0.535
LCA,2000,0.545
LCA,2001,0.552
LCA,2002,0.567
LCA,2003,0.576
LCA,2004,0.59
LCA,2005,0.601
LCA,2006,0.606
LCA,2007,0.611
LCA,2008,0.617
LCA,2009,0.625
LCA,2010,0.612
LCA,2011,0.613
LCA,2012,0.609
LCA,2013,0.614
LCA,2014,0.616
LCA,2015,0.626
LCA,2016,0.623
LCA,2017,0.629
LCA,2018,0.63
MDA,1987,0.385
MDA,1988,0.41
MDA,1989,0.405
MDA,1990,0.41
MDA,1991,0.411
MDA,1992,0.412
MDA,1993,0.409
MDA,1994,0.417
MDA,1995,0.434
MDA,1996,0.461
MDA,1997,0.485
MDA,1998,0.51
MDA,1999,0.535
MDA,2000,0.545
MDA,2001,0.552
MDA,2002,0.567
MDA,2003,0.576
MDA,2004,0.59
MDA,2005,0.601
MDA,2006,0.606
MDA,2007,0.611
MDA,2008,0.617
MDA,2009,0.625
MDA,2010,0.612
MDA,2011,0.613
MDA,2012,0.609
MDA,2013,0.614
MDA,2014,0.616
MDA,2015,0.626
MDA,2016,0.623
MDA,2017,0.629
MDA,2018,0.63
MDV,1987,0.385
MDV,1988,0.41
MDV,1989,0.405
MDV,1990,0.41
MDV,1991,0.411
MDV,1992,0.412
MDV,1993,0.409
MDV,1994,0.417
MDV,1995,0.434
MDV,1996,0.461
MDV,1997,0.485
MDV,1998,0.51
MDV,1999,0.535
MDV,2000,0.545
MDV,2001,0.552
MDV,2002,0.567
MDV,2003,0.576
MDV,2004,0.59
MDV,2005,0.601
MDV,2006,0.606
MDV,2007,0.611
MDV,2008,0.617
MDV,2009,0.625
MDV,2010,0.612
MDV,2011,0.613
MDV,2012,0.609
MDV,2013,0.614
MDV,2014,0.616
MDV,2015,0.626
MDV,2016,0.623
MDV,2017,0.629
MDV,2018,0.63
MEX,1987,0.385
MEX,1988,0.41
MEX,1989,0.405
MEX,1990,0.41
MEX,1991,0.411
MEX,1992,0.412
MEX,1993,0.409
MEX,1994,0.417
MEX,1995,0.434
MEX,1996,0.461
MEX,1997,0.485
MEX,1998,0.51
MEX,1999,0.535
MEX,2000,0.545
MEX,2001,0.552
MEX,2002,0.567
MEX,2003,0.576
MEX,2004,0.59
MEX,2005,0.601
MEX,2006,0.606
MEX,2007,0.611
MEX,2008,0.617
MEX,2009,0.625
MEX,2010,0.612
MEX,2011,0.613
MEX,2012,0.609
MEX,2013,0.614
MEX,2014,0.616
MEX,2015,0.626
MEX,2016,0.623
MEX,2017,0.629
MEX,2018,0.63
MHL,1987,0.385
MHL,1988,0.41
MHL,1989,0.405
MHL,1990,0.41
MHL,1991,0.411
MHL,1992,0.412
MHL,1993,0.409
MHL,1994,0.417
MHL,1995,0.434
MHL,1996,0.461
MHL,1997,0.485
MHL,1998,0.51
MHL,1999,0.535
MHL,2000,0.545
MHL,2001,0.552
MHL,2002,0.567
MHL,2003,0.576
MHL,2004,0.59
MHL,2005,0.601
MHL,2006,0.606
MHL,2007,0.611
MHL,2008,0.617
MHL,2009,0.625
MHL,2010,0.612
MHL,2011,0.613
MHL,2012,0.609
MHL,2013,0.614
MHL,2014,0.616
MHL,2015,0.626
MHL,2016,0.623
MHL,2017,0.629
MHL,2018,0.63
MKD,1987,0.385
MKD,1988,0.41
MKD,1989,0.405
MKD,1990,0.41
MKD,1991,0.411
MKD,1992,0.412
MKD,1993,0.409
MKD,1994,0.417
MKD,1995,0.434
MKD,1996,0.461
MKD,1997,0.485
MKD,1998,0.51
MKD,1999,0.535
MKD,2000,0.545
MKD,2001,0.552
MKD,2002,0.567
MKD,2003,0.576
MKD,2004,0.59
MKD,2005,0.601
MKD,2006,0.606
MKD,2007,0.611
MKD,2008,0.617
MKD,2009,0.625
MKD,2010,0.612
MKD,2011,0.613
MKD,2012,0.609
MKD,2013,0.614
MKD,2014,0.616
MKD,2015,0.626
MKD,2016,0.623
MKD,2017,0.629
MKD,2018,0.63
MNE,1987,0.385
MNE,1988,0.41
MNE,1989,0.405
MNE,1990,0.41
MNE,1991,0.411
MNE,1992,0.412
MNE,1993,0.409
MNE,1994,0.417
MNE,1995,0.434
MNE,1996,0.461
MNE,1997,0.485
MNE,1998,0.51
MNE,1999,0.535
MNE,2000,0.545
MNE,2001,0.552
MNE,2002,0.567
MNE,2003,0.576
MNE,2004,0.59
MNE,2005,0.601
MNE,2006,0.606
MNE,2007,0.611
MNE,2008,0.617
MNE,2009,0.625
MNE,2010,0.612
MNE,2011,0.613
MNE,2012,0.609
MNE,2013,0.614
MNE,2014,0.616
MNE,2015,0.626
MNE,2016,0.623
MNE,2017,0.629
MNE,2018,0.63
MUS,1987,0.385
MUS,1988,0.41
MUS,1989,0.405
MUS,1990,0.41
MUS,1991,0.411
MUS,1992,0.412
MUS,1993,0.409
MUS,1994,0.417
MUS,1995,0.434
MUS,1996,0.461
MUS,1997,0.485
MUS,1998,0.51
