iso3,income_cat,social
PSE,q2,0.11385646872184513
PSE,q3,0.11385646872184513
PSE,q4,0.11385646872184513
PSE,q5,0.11385646872184513
ZMB,q1,0.12173524267426955
ZMB,q2,0.09793020956621322
ZMB,q3,0.09793020956621322
ZMB,q4,0.09793020956621322
ZMB,q5,0.09793020956621322
ZWE,q1,0.15283225152049656
ZWE,q2,0.09845614382897065
ZWE,q3,0.09845614382897065
ZWE,q4,0.09845614382897065
ZWE,q5,0.09845614382897065
AND,q1,0.27673764428379555
AND,q2,0.17131190431158497
AND,q3,0.17131190431158497
AND,q4,0.17131190431158497
AND,q5,0.17131190431158497
CUB,q1,0.2533073371775407
CUB,q2,0.16149014468136075
CUB,q3,0.16149014468136075
CUB,q4,0.16149014468136075
CUB,q5,0.16149014468136075
SYR,q1,0.014421591842897874
SYR,q2,0.05829388158706498
SYR,q3,0.05829388158706498
SYR,q4,0.05829388158706498
SYR,q5,0.05829388158706498
VEN,q1,0.18417272029327592
VEN,q2,0.13964687098198542
VEN,q3,0.13964687098198542
VEN,q4,0.13964687098198542
VEN,q5,0.13964687098198542
YEM,q1,0.013763256415972536
YEM,q2,0.045425076987760854
YEM,q3,0.045425076987760854
YEM,q4,0.045425076987760854
YEM,q5,0.045425076987760854
