iso3,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,borrowing_ability,avg_prod_k,tau_tax,pov_rate_2.15,rho,max_increased_spending,shareable,income_elasticity,average_aid_cost_pc,dk,dw,dk_tot,dw_tot,axfin,c,dc,dc_npv_post,dc_npv_pre,diversified_share,fa,gamma_SP,help_fee,help_needed,help_received,income_share,k,macro_multiplier_Gamma,n,v_ew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
CAN,49296.3792142772,38929902.0,0.8175199999999999,0.5915221740656309,0.9833333333333332,0.2209511482560882,0.2983750041664895,0.002486375387,0.06,0.05,0.8,1.5,0.6689629633308926,24.08269761591363,6.488265009490217e-08,937537058.0831513,2.525875209694832,0.04472779207094946,10352.239634998212,24.08269761591363,35.07679439384632,35.07679439384632,0.06892287127457392,0.00033205245817473426,0.07,0.6689629633308924,1.150085911345911,0.6689629633308926,0.042,46853.0700867854,0.3198010864568585,0.04184300453413756,0.0927468442950492,48.338375316825754,1881808213.9232457,0.0009805664449860044,0.49821073749516065,0.0004885287317194851
CHE,72278.20725820548,8775760.0,0.74092,0.7359445071787105,1.0,0.2289916063398242,0.3523668403886536,0.00030503981,0.06,0.05,0.8,1.5,3.915437551586491,82.94757057713977,1.237626003470529e-07,727927971.9680402,1.0861108776216528,0.03373248086776794,8673.384870984657,82.94757057713977,109.52858341177951,109.52858341177952,0.04721690322311389,0.000960643066096108,0.060000000000000005,3.915437551586491,5.320289116086438,3.915437551586491,0.024,37876.43140995015,0.16682078523873695,0.023590555698906387,0.04196445850741388,163.45372457636103,1434430657.988246,0.002261452390378771,0.5074682194738791,0.0011476152179704627
CHL,25886.1213561616,19603733.0,0.87912,0.2817451944525551,0.7333333333333333,0.2231146309942332,0.2154804741116743,0.00749503097,0.06,0.05,0.8,1.5,1.0167930865187869,182.37190576209747,1.4253604947202226e-06,3575170147.261321,27.942386567243155,0.02175491019031656,5436.085484793936,182.37190576209747,243.2323876783744,243.2323876783744,0.05471580972455005,0.0054429839711863355,0.07,1.0167930865187869,4.921241087235512,1.0167930865187869,0.042,24364.54059767349,0.304856668944887,0.03976098315970228,0.0845063044600109,403.98067922533795,7919529372.692172,0.015606072214027522,0.45143719771898183,0.007045161507700651
CIV,5537.369757684749,28160542.0,0.52661,0.4823545323829853,0.3833333333333333,0.5264144049225482,0.1072404611072749,0.115022170219,0.06,0.05,0.8,1.5,0.01856800254689251,2.264058122764586,3.4213083041598815e-07,63757103.85655329,9.634589619424311,0.005870329056486297,1107.47395153695,2.264058122764586,5.637507423976976,5.637507423976976,0.018845890747539087,0.0003881658169513588,0.1,0.018568002546892507,0.10042046723253982,0.01856800254689251,0.04,2103.806319091693,0.5499015910110667,0.03980534107151714,0.11668411604232132,9.592058271070455,270117559.80892694,0.001732240881649382,0.23603465062268866,0.0004088688712944501
CMR,3723.5323365555096,27914536.0,0.58733,0.4187279088269497,0.1666666666666666,0.4033385932793022,0.0184804218843114,0.256575177358,0.06,0.05,0.8,1.5,0.007682078221137002,3.438898476559057,9.867504072307828e-07,95995255.32425295,27.544679765658348,0.008602130894625032,744.706467311102,3.438898476559057,5.670017317473195,5.670017317473195,0.0029044387441497645,0.0009871608916796216,0.1,0.007682078221137002,0.11007737567803474,0.007682078221137002,0.04000000000000001,1846.3555923482154,0.3882507552484771,0.039498170807898095,0.09384868085755921,15.254981862319312,425835740.3750595,0.0040969113421023984,0.2254278967747143,0.0009235581071226158
COG,883.4070744272203,5970424.0,0.6873600000000001,0.4019986310383343,0.1833333333333333,0.1776060517970311,0.0785911566570752,0.353574541559,0.06,0.05,0.8,1.5,0.06760493755913696,7.236200263170949,4.868654053238073e-06,43203183.72004215,29.06792900714987,0.0014532726355902,176.6814148854441,7.236200263170949,11.29280296076546,11.29280296076546,0.008769878582769128,0.001608170332377327,0.1,0.06760493755913696,0.917302140844494,0.06760493755913696,0.010239999999999997,994.793888483914,0.18727181476567176,0.023264435415966834,0.07234823660969812,8.698080235143381,51931226.98982569,0.009846061331106054,0.8319307327074416,0.008191241017469467
COL,15616.752219973494,51874024.0,0.8205,0.301149607861197,0.55,0.3414650517486818,0.148514940624197,0.06613518166,0.06,0.05,0.8,1.5,0.251697663941032,50.032985700800936,1.5209182377728654e-06,2595412301.035005,78.89614916826731,0.0086830390006049,5934.365843589929,50.03298570080095,72.75018288287022,72.75018288287022,0.0494426326419002,0.003456607780675207,0.076,0.251697663941032,1.5196171746879683,0.251697663941032,0.076,17379.13093360318,0.6403133583739868,0.07436266020641327,0.15761530284622047,201.96393362508826,10476681940.002235,0.012932518284229462,0.247732279733067,0.0032038022372417366
CRI,22070.920974668297,5180829.0,0.82042,0.3970204526057406,0.35,0.432619322553597,0.3283491382560658,0.008868735494,0.06,0.05,0.8,1.5,0.08869508250527104,40.07116575900494,4.2540355000374965e-07,207601857.6280598,2.2039430485623765,0.0191808912362155,9711.20522885405,40.07116575900494,59.39830273246772,59.39830273246772,0.173223722503661,0.0032433459438393876,0.08800000000000001,0.08869508250527106,0.6382908481928606,0.08869508250527104,0.08800000000000002,22447.460671733945,0.6949094932698607,0.08647167386767927,0.16977630080133843,94.9144052157034,491735303.0592674,0.004300427939760219,0.42218212997214516,0.0018155638273996933
CYP,44996.31640625001,1251488.0,0.66911,0.2915047815919911,0.5833333333333334,0.1451910922152238,0.3412755021425264,0.000126419744,0.06,0.05,0.8,1.5,1.7622241100506524,146.08528426304602,4.037833028723824e-07,182823980.2317909,0.5053299581451521,0.022462048956649966,10799.115937499999,146.085284263046,178.35735401604455,178.35735401604455,0.08522790277498737,0.0017884304812407084,0.08,1.7622241100506524,10.363314113516033,1.7622241100506524,0.04800000000000001,74378.63971359859,0.2967510302931359,0.04711012112407614,0.08054831713525851,262.21749565313473,328162049.1999503,0.005827532487008484,0.5571149396388478,0.003246605409743156
CZE,41052.345731096495,10672118.0,0.7437699999999999,0.4120736329634183,0.85,0.1901309840206049,0.3931426863421576,8.1421604e-05,0.06,0.05,0.8,1.5,0.6976673285491083,31.207316896978543,9.392700911147237e-08,333048168.3879489,1.0024001246247083,0.03286393735469568,4515.758030420615,31.20731689697854,39.94412329315736,39.94412329315736,0.047674800052812695,0.0005730487569049213,0.055,0.6976673285491083,1.9918408428805745,0.6976673285491083,0.022000000000000006,23750.773992371654,0.14412099302446496,0.021711628221431977,0.03502925058879358,53.17531655995627,567493253.0152074,0.0012953051917731664,0.586875996531053,0.0007601835252337238
DEU,53969.62554886499,83797985.0,0.77648,0.4127579676709323,1.0,0.2180023453970511,0.4282410231307349,0.0,0.06,0.05,0.8,1.5,0.9003907127053471,42.496590343708085,9.304587338816835e-08,3561128640.173195,7.797056702493631,0.029711707089623896,5612.84105708196,42.49659034370808,56.0037892333262,56.0037892333262,0.04829282982656438,0.000635334581635691,0.052000000000000005,0.9003907127053471,2.181401167822339,0.9003907127053471,0.0208,25746.70032498596,0.14407058212689178,0.020485576861659634,0.035022238830458276,79.36389407562828,6650534405.291087,0.0014705288997006454,0.5354650353120499,0.000787416809205596
DNK,59935.11991557741,5903037.0,0.8836700000000001,0.6632496476481631,1.0,0.2117268243790424,0.4833176179730047,0.001649913074,0.06,0.05,0.8,1.5,0.5947383187706595,14.038075701226521,2.4781104807893036e-08,82867280.27314112,0.14628377858187047,0.040369108230101564,7192.214389869288,14.038075701226521,18.754934440724043,18.754934440724043,0.062023710946985805,0.00016774522962127473,0.060000000000000005,0.5947383187706595,0.8967035578225486,0.5947383187706595,0.024,33969.31121487696,0.16647464606550083,0.023922614033913374,0.04475762298133015,24.74593666932512,146076179.75868294,0.00041287873794498803,0.5672881123399955,0.00023422119987413195
DOM,19338.0151125748,11228821.0,0.83848,0.570633445326811,0.4166666666666666,0.2486250864217581,0.1770212695996403,0.008537285128,0.06,0.05,0.8,1.5,0.6942172145484942,68.36274442444918,7.907229158502497e-07,767633020.2108879,8.878886082680516,0.010181294691521839,7928.586196155668,68.36274442444919,93.75122646235354,93.75122646235354,0.08048152616503303,0.0031049578557442352,0.082,0.6942172145484942,2.91977508251759,0.6942172145484942,0.08199999999999999,31889.72726069129,0.6015106709256287,0.08055646782620833,0.1495410482284223,144.7013177235472,1624825195.181839,0.007482738889238598,0.4724403723472418,0.0035351479470090695
ECU,10859.217829113702,18001000.0,0.6456999999999999,0.3261916250069518,0.2,0.1806050261935844,0.1375467032858406,0.031807919477,0.06,0.05,0.8,1.5,0.19304289752939713,96.04569923976838,3.200158121903332e-06,1728918632.0150707,57.60604635238189,0.010466866354872996,2606.2122789872883,96.04569923976838,131.27295765825423,131.27295765825423,0.039678263683364245,0.005136079928748198,0.08,0.19304289752939713,2.9590412924501512,0.19304289752939713,0.048,14430.452650823667,0.347405604123287,0.04571766309978054,0.09938663810337037,246.4050423205764,4435537166.8126955,0.022690864682717877,0.3897878806993389,0.008844624055912078
EGY,12780.759867658198,110990103.0,0.42967,0.5497741205654113,0.2666666666666666,0.7411056618723808,0.1255228522983458,0.014670147196,0.06,0.05,0.8,1.5,0.04703900316623106,4.770743690185201,1.6698261176443837e-07,529505333.5602556,18.53341727894403,0.0026027995535172917,2811.767170884804,4.770743690185202,9.88064671105074,9.88064671105074,0.02399176423322376,0.0005832955949941704,0.07333333333333335,0.04703900316623106,0.320852246904516,0.04703900316623106,0.04400000000000001,3794.0165829808398,0.5303589745056869,0.04372263076402855,0.10793202692242737,16.416128096915013,1822027748.3377912,0.0012844406957724117,0.29061321049765315,0.00037327543429225993
ESP,40223.0125356769,47778340.0,0.81304,0.4123588896967531,0.7,0.166704778502992,0.3878589938720218,0.008863663023,0.06,0.05,0.8,1.5,0.2666983034452925,24.641995870413353,9.647020906246916e-08,1177353656.9752052,4.6091864484577325,0.03746168734803052,8446.83263249215,24.641995870413353,32.90563779928241,32.90563779928241,0.08839549725856946,0.0002981591003337391,0.07,0.2666983034452925,0.9239465569193909,0.2666983034452925,0.042,50669.40916957904,0.28922980100455287,0.0418476051955307,0.09218430928961709,52.951029565641676,2529912293.93728,0.0013164361947945922,0.46537330950034633,0.0006126342687176019
EST,37711.81883494661,1348840.0,0.69609,0.3661017450190345,0.8333333333333333,0.2239238114723021,0.4009427583714517,0.003486593807,0.06,0.05,0.8,1.5,0.18736412230514096,13.163962763534036,4.943201449940162e-08,17756079.53396525,0.06667587843737288,0.03705939779475694,4525.418260193592,13.163962763534036,17.19389101568499,17.193891015684994,0.05402956435190508,0.0003017023713957348,0.060000000000000005,0.18736412230514093,0.6141378723952255,0.18736412230514096,0.024000000000000004,20209.63393950338,0.16375575408155896,0.023843394312167015,0.04001599019951883,24.63995595790571,33235358.194261536,0.0006533749025934668,0.5342526904684011,0.00034906729959508913
FIN,49275.15377629658,5556106.0,0.85681,0.5261036057491036,0.95,0.1999180459504058,0.4971349933549452,0.000276208987,0.06,0.05,0.8,1.5,0.28149913333482085,8.700525278449302,2.066414780677794e-08,48341040.70274383,0.11481219561412576,0.062014777471387506,4927.515377629658,8.700525278449302,11.488584381252416,11.488584381252416,0.05322430146842986,0.00014777174911212394,0.1,0.28149913333482085,0.5632253304415851,0.28149913333482085,0.019999999999999997,24647.676772771378,0.13652701085835897,0.01992802996093892,0.03252917310256625,15.369619878205448,85395237.22301656,0.00031191419407804833,0.5660859115186636,0.00017657023087028133
FRA,45904.4112972518,67971311.0,0.81509,0.3975412615323905,0.9,0.1766812468382362,0.485938300162145,0.001148958258,0.06,0.05,0.8,1.5,0.5594241237317621,26.86360251162987,7.649974686134943e-08,1825954280.8983753,5.199788085334056,0.03479306432257914,14873.029260309584,26.86360251162987,35.22633425992665,35.22633425992665,0.16835875835368366,0.00041094831971181855,0.0648,0.559424123731762,1.5635669044917822,0.5594241237317621,0.06480000000000001,84180.01076213176,0.43687870736422024,0.06459052099763749,0.11645513828685485,51.192307794756395,3479608273.9251113,0.0011151936458407685,0.5247585754354582,0.0005852074289260765
GAB,13939.7868122861,2388992.0,0.90735,0.3202119301346264,0.175,0.2729777731386862,0.0669335238055785,0.024686419565,0.06,0.05,0.8,1.5,0.029666497455241057,16.857510518253783,4.4301919492562987e-07,40272457.76802415,1.0583693125237703,0.00789636151872899,1951.5701537200534,16.857510518253783,29.25415135087674,29.25415135087674,0.009704489017700869,0.0006393341686660723,0.07,0.029666497455241057,0.5294082657385849,0.029666497455241057,0.027999999999999997,7149.190687875381,0.26347971179882307,0.02766201191661351,0.07263406999755037,49.61285791831515,118524720.66399154,0.0035590829749697394,0.33978108146901653,0.0012093090622731827
GBR,47587.16734595519,66971395.0,0.84398,0.4841425248371019,0.8666666666666667,0.2116697162815504,0.3735471625279505,0.004993337475,0.06,0.05,0.8,1.5,0.6030561338610746,30.6122798079744,1.0257693826851072e-07,2050147082.8703778,6.869720650671048,0.038294144346458794,14942.370546629933,30.6122798079744,45.20164997794931,45.201649977949316,0.1281461131349927,0.0003612662365160579,0.0628,0.6030561338610746,1.4372503238443215,0.6030561338610746,0.0628,70592.85952249532,0.4781399422439644,0.06262299850274909,0.14383237461848322,72.40837946126508,4849290182.210271,0.0015215946546021854,0.42277261327676113,0.0006432885484741167
GEO,17078.3409616702,3712502.0,0.60297,0.2932015756767206,0.45,0.2604396764340878,0.3799882950747853,0.054850259814,0.06,0.05,0.8,1.5,0.08126237300304658,139.18066289334013,1.9055110838912748e-06,516708489.3528511,7.074213709968525,0.0046718995943997674,2049.4009154004248,139.18066289334016,207.58613518715362,207.58613518715362,0.058683539505857384,0.004365514949539312,0.060000000000000005,0.08126237300304658,0.615900684370773,0.08126237300304658,0.024,7869.004229542143,0.20005800644084054,0.02204823227137129,0.05509998328408451,289.38320712740165,1074335735.226893,0.01694445659428391,0.48095625269667264,0.008149542347568213
GHA,5480.32998341512,33475870.0,0.5861500000000001,0.3951481161099933,0.1166666666666666,0.4015998812071467,0.0456888604329873,0.252085535489,0.06,0.05,0.8,1.5,0.001599138970341215,1.9120325205237647,2.2949574859504823e-07,64006952.092825875,7.682569845520517,0.021012275475803217,1096.065996683024,1.9120325205237647,3.517678691411774,3.517678691411774,0.006733033471826842,0.0003039039123547095,0.1,0.0015991389703412149,0.03468801925466378,0.0015991389703412153,0.04000000000000001,2729.2488070176228,0.4520869093303156,0.03984227539249047,0.09564488115137296,6.3350105293029255,212069988.92757592,0.0011559542123328864,0.3018199435785556,0.0003488900351457055
GRC,31704.42560993319,10426919.0,0.80357,0.290034990308985,0.5,0.1247032487295633,0.3886248614296125,0.008064955208,0.06,0.05,0.8,1.5,2.0515707665535965,400.22989602021954,1.6371813733377119e-06,4173164707.181251,17.070757568101083,0.021162944062921584,7609.062146383965,400.22989602021954,476.43441635763156,476.43441635763156,0.09899536875451273,0.005077870774769131,0.08,2.051570766553596,14.147056976594321,2.0515707665535965,0.047999999999999994,61017.352987212835,0.2895055407539518,0.045831058722738974,0.07984365234623135,629.1134319881942,6559714797.152909,0.019843079314172753,0.6361808152074714,0.012623786374316935
HND,5709.12420809714,10432860.0,0.596,0.1875422662846199,0.375,0.242592640152496,0.1212040757298387,0.127429917407,0.06,0.05,0.8,1.5,0.08649504886406811,56.14611090239273,6.088190665088071e-06,585764514.5891371,63.51724086217074,0.010520156863247103,2854.56210404857,56.14611090239273,81.25354035330605,81.25354035330605,0.06385273833737586,0.006681654825931905,0.10000000000000002,0.0864950488640681,1.2298745675146538,0.08649504886406811,0.1,11766.89491591404,0.7943057054102493,0.09677125766632191,0.22673525379776965,178.69377744167863,1864287162.9201913,0.031299682916031274,0.3142029437522942,0.009834452510730417
HRV,34302.348815210695,3855600.0,0.58219,0.2707662669702247,0.6,0.2034149049016802,0.3163605431380921,0.003139338613,0.06,0.05,0.8,1.5,0.7902723908828713,88.74476539956049,4.4658570366881675e-07,342164317.4745455,1.72185583906549,0.01714765109185135,6997.6791583029835,88.74476539956052,124.30485525767725,124.30485525767725,0.06699615749321222,0.0015036266127276428,0.068,0.7902723908828713,4.864419287563217,0.7902723908828713,0.0408,34401.01482084257,0.29666881384540544,0.04005145231122245,0.09430694929274525,193.11024566796675,744555863.1974126,0.0056296508063709,0.45955492984120583,0.0025871337813522664
HUN,35356.7758131528,9643048.0,0.72552,0.4231054207356321,0.5833333333333334,0.2093766840969745,0.4838333264714051,0.003514764117,0.06,0.05,0.8,1.5,0.2798751525489911,34.410720450946286,1.5485830674607156e-07,331824229.02305675,1.493306085151092,0.016579807436476458,3677.1046845678916,34.410720450946286,48.37157958529342,48.37157958529342,0.058707424769472924,0.0007536046628845961,0.05200000000000001,0.2798751525489911,1.1339631975503661,0.2798751525489911,0.0208,17562.149770529417,0.1509878958132715,0.020428995454483626,0.04034141598586293,70.05723883042027,675565316.7892066,0.001981437425195281,0.4911800839630644,0.0009732426008749762
IDN,12409.758854952,275501339.0,0.57934,0.7357167801309417,0.6,0.1761408179006248,0.1919285154093539,0.024729117009,0.06,0.05,0.8,1.5,0.8668735183490248,31.46292515852852,6.979396543445679e-07,8668078010.031393,192.2833093131256,0.0134388155602653,4268.957046103488,31.462925158528517,41.606384852901925,41.606384852901925,0.06808496798239161,0.001335703730588648,0.0688,0.8668735183490248,1.9637844837401064,0.8668735183490247,0.0688,24236.046459781686,0.47697226819943317,0.06823006306953491,0.13587454734418608,65.65515962889376,18088084390.018974,0.005290607206496576,0.4792148147437022,0.0025353373523429525
IND,7112.03939594585,1417173173.0,0.35872,0.6809974519420736,0.55,0.2680875156035308,0.1245299468618913,0.118991602614,0.06,0.05,0.8,1.5,0.16635091144276384,7.185474919615644,4.803823922805668e-07,10183062291.343624,680.7850391215816,0.00815765727133339,2275.852606702672,7.185474919615643,10.823530368401016,10.823530368401016,0.041780974528588324,0.0007239506835290423,0.064,0.16635091144276384,0.4441370547872978,0.16635091144276384,0.064,8489.215178779097,0.5077056403481867,0.06367289058922639,0.1407927698785032,19.604458002538244,27782911952.402367,0.0027565170707172376,0.3665224980300562,0.0010103255226217751
IRL,112445.420953915,5127170.0,0.6418300000000001,0.5127947441090477,0.85,0.274919206221943,0.3103577741141003,0.00144305587,0.06,0.05,0.8,1.5,0.6271052518691069,23.986235286295432,2.3289577973401382e-08,122981505.97283533,0.11940962549788436,0.04314653022678185,22938.86587459866,23.986235286295432,38.00699063011973,38.00699063011973,0.06928158169207174,0.00015653554074023733,0.068,0.6271052518691069,1.4387255193766197,0.6271052518691069,0.0408,83438.57160739817,0.33584061395610176,0.04072286523063444,0.0919108908940803,59.76463514679577,306423444.3855969,0.0005314990565181832,0.40134496307690476,0.00021331446921369994
IRQ,9199.020693691233,44496122.0,0.71354,0.3223656376369891,0.2333333333333333,0.4073304239369676,0.1168154716331102,0.000887524669,0.06,0.05,0.8,1.5,0.07105641168118314,15.431840639599068,7.604511968118368e-07,686657063.7841582,33.83712922838549,0.0012733063037354284,1287.862897116772,15.431840639599066,26.370104975474362,26.370104975474362,0.016487332998625235,0.001934355510964243,0.07,0.07105641168118314,0.9446648249047117,0.07105641168118314,0.028000000000000004,3161.715456138044,0.2629400504503898,0.027016678057666135,0.05675982807686909,45.651395982341185,2031310085.1005633,0.0049626365134333595,0.3380365552363041,0.0016775525518909155
