iso3,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,borrowing_ability,avg_prod_k,tau_tax,pov_rate_2.15,rho,max_increased_spending,shareable,income_elasticity,average_aid_cost_pc,dk,dw,dk_tot,dw_tot,axfin,c,dc,dc_npv_post,dc_npv_pre,diversified_share,fa,gamma_SP,help_fee,help_needed,help_received,income_share,k,macro_multiplier_Gamma,n,v_ew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
SWE,55359.3426541443,10486941.0,0.88492,0.4664987851344757,1.0,0.2217019006714324,0.4617117545409581,0.003890895303,0.06,0.05,0.8,1.5,0.349940835675841,12.34248966957054,2.626128072229659e-08,129434960.95789576,0.2754005015191617,0.04385105112154871,6089.527691955873,12.34248966957054,16.494812532688695,16.494812532688695,0.0542958983362222,0.00018412012136392262,0.055,0.349940835675841,0.7501430803832961,0.349940835675841,0.022,27467.187577163353,0.15371686758816416,0.021908102760061506,0.038234331274159275,23.281553951812384,244152282.68097332,0.0004205532948117383,0.5301402859584345,0.00022295224397225676
TGO,2202.72681593814,8848699.0,0.43921,0.2620118117867552,0.275,0.3975163837569679,0.0765943109375695,0.284347965949,0.06,0.05,0.8,1.5,0.001446491021151279,1.0439001317397336,4.963531472414837e-07,9237158.05182525,4.392079597642569,0.011642369679412456,440.545363187628,1.0439001317397336,2.2477217480796616,2.2477217480796616,0.015307834078948312,0.0002942832820087291,0.1,0.0014464910211512793,0.020075306200019596,0.001446491021151279,0.039999999999999994,1108.2445433418086,0.48614170646703725,0.03983944139511186,0.12068222676575524,3.491438197816334,30894685.689579196,0.0015850527503245256,0.2989885750784948,0.00047391266324377907
THA,17507.620193015195,71697030.0,0.5288900000000001,0.4023137548914378,0.65,0.2661875047234859,0.7860468255111798,0.000139610218,0.06,0.05,0.8,1.5,1.8716584911697145,50.22902254789718,6.601785057110538e-07,3601271736.4872603,47.33283812932059,0.039780098057495994,6652.895673345774,50.22902254789718,70.43453138727853,70.43453138727853,0.2754352751096807,0.0020706101932878376,0.076,1.8716584911697143,7.157285990822191,1.8716584911697145,0.076,24993.268110976005,0.5855755563010152,0.07496920816122737,0.15482834526481598,104.06649185573373,7461258388.575297,0.0059440683947011765,0.4826627827286534,0.0028689805921159094
TJK,4137.2775995373595,9952787.0,0.27968,0.5676002286160644,0.25,0.1088615328715904,0.2378794744440007,0.06114529141,0.06,0.05,0.8,1.5,0.25596896657650287,101.39059857598205,8.262136106566111e-06,1009119031.4292526,82.23128083366183,0.001065165090212442,827.4555199074719,101.39059857598205,124.11334864324054,124.11334864324054,0.05996618426077413,0.00529027074118505,0.1,0.25596896657650287,1.8038679596772689,0.25596896657650287,0.039999999999999994,7600.990892563601,0.2449908447292953,0.03768692529913212,0.09513431001261966,149.6003742720493,1488940660.2499866,0.036159133795802816,0.6777429472977292,0.024506597910500326
TUN,10569.050828623002,12356117.0,0.70214,0.2554201170215846,0.225,0.4027351818419936,0.1412149276714177,0.001400615474,0.06,0.05,0.8,1.5,0.03276832255040245,11.878615229842952,5.56409714621666e-07,146773559.57792142,6.8750635338019155,0.011012787986110203,2536.5721988695204,11.878615229842953,21.157700189531624,21.157700189531624,0.038378218628870156,0.0011755621043201944,0.08,0.03276832255040245,0.5701860558641608,0.03276832255040245,0.04800000000000001,6298.36257976762,0.45718763010379365,0.04739384400830517,0.11822001273476897,41.13677392161962,508290791.5780809,0.0038921918901377033,0.2887590371689329,0.0011239055826728923
TUR,33149.4982176858,84979913.0,0.77022,0.3258022353845126,0.3166666666666666,0.2319172126673958,0.2498199880946895,0.003606097893,0.06,0.05,0.8,1.5,0.6998685497064084,186.5619033075365,9.030402196170935e-07,15854014312.188866,76.7402792985615,0.007628451016421102,7955.879572244592,186.5619033075365,235.74236113944156,235.74236113944158,0.06264731933001468,0.004110192576371944,0.08,0.6998685497064084,6.783597439074677,0.6998685497064084,0.048,34304.82576407349,0.32084006641426865,0.046159015184672074,0.08055010013695854,370.9011943974568,31519151231.491962,0.011188742344207638,0.5029962322192396,0.005627895242408304
TZA,2623.86157226563,65497748.0,0.36682,0.6491126160070794,0.3,0.3392861218722182,0.059817940503309,0.449493228434,0.06,0.05,0.8,1.5,0.04581170501744394,5.077087942438148,2.0396915027254003e-06,332537826.6276523,133.59520004324958,0.006259409830772067,1311.930786132815,5.077087942438148,9.731223425004384,9.731223425004385,0.025877331627850095,0.0013169410195285128,0.1,0.04581170501744394,0.23525298942859305,0.04581170501744394,0.10000000000000002,3866.7387245120326,1.0573180527217987,0.09941015380250794,0.27335961100430606,18.653008623201405,1221730058.2442725,0.00710899112223175,0.27218600736200005,0.0019349679099321642
UGA,2280.07374296159,47249585.0,0.26159,0.5274644989712446,0.3,0.5221099997715624,0.0752840463835214,0.422077286299,0.06,0.05,0.8,1.5,0.01521781503804362,2.5412175448796885,1.5844523905199962e-06,120071474.39028418,74.86471790432776,0.015884291980914678,456.01474859231797,2.5412175448796885,6.224364965098688,6.224364965098688,0.013942850585644002,0.0011123748042607107,0.1,0.01521781503804362,0.09616960046741925,0.01521781503804362,0.04000000000000001,873.4074214089696,0.5484025547748153,0.03947421742690406,0.1142564100675347,11.737474928705963,554590819.3292613,0.0051478488206526795,0.21650461963200576,0.0011145330508384778
UKR,10731.4404296875,38000000.0,0.69919,0.2250438577946273,0.0833333333333333,0.0888663493953984,0.4204667183764806,0.000288256089,0.06,0.05,0.8,1.5,0.11937530356047676,172.78060319463148,3.3784872189294886e-06,6565662921.395996,128.38251431932056,0.01054294010783941,2146.2880859375,172.78060319463148,196.5549764643503,196.5549764643503,0.0911838231963604,0.003568189690155328,0.09999999999999998,0.11937530356047675,6.3654420821074345,0.11937530356047676,0.04000000000000001,24151.865138376383,0.22751972481880714,0.03810167706327458,0.0971184247565411,255.54843433400785,9710840504.692299,0.02381305995298242,0.6761168529360002,0.01610041115418677
URY,24426.6593485458,3422794.0,0.95688,0.4763279933240818,0.6,0.2244433082155382,0.2904803066070027,0.001121549992,0.06,0.05,0.8,1.5,0.15722829093024193,13.2977133580542,1.3137810249645872e-07,45515333.49566776,0.44968018095626394,0.009031461188434226,2931.199121825496,13.2977133580542,19.17871886005316,19.17871886005316,0.03572146942667472,0.000370867809988708,0.06,0.15722829093024193,0.5501401454944782,0.15722829093024193,0.024000000000000004,13059.864181874365,0.18613134747237506,0.023814979928325024,0.047417316574077606,34.1317781048569,116826045.30663556,0.0013973166620055589,0.38959919747521027,0.0005443934501361054
USA,64623.12562974461,333287557.0,0.83084,0.5357780100805638,0.9833333333333332,0.2978017155296604,0.4100584538333748,0.002487189622,0.06,0.05,0.8,1.5,1.4049626891643827,58.50970401384797,1.3568614383412825e-07,19500556311.568485,45.222503397227214,0.0405138480215928,20162.415196480317,58.50970401384797,89.33266561708788,89.33266561708788,0.14060278077557675,0.0009502462448196965,0.0624,1.4049626891643827,2.666730603379057,1.4049626891643827,0.06240000000000001,67704.1606715398,0.5181211660392485,0.0619471091484735,0.14442994501860146,151.6317783649428,50536984974.81724,0.00234640118204295,0.385867030280609,0.0009053988559618236
UZB,8073.21043944232,35648100.0,0.50466,0.7341401375655401,0.4,0.3463946877660698,0.23879542673876,0.815035268847,0.06,0.05,0.8,1.5,0.2512581840916766,45.28137038156087,2.0719159476634724e-06,1614194819.49892,73.85986689390224,0.0026402522960207887,1614.6420878884642,45.281370381560876,77.38686226364321,77.38686226364321,0.05696973009499792,0.0034055247110413786,0.1,0.2512581840916766,0.8556206480034801,0.2512581840916766,0.04000000000000001,4661.278434439727,0.41185899471904064,0.038563798958571684,0.11245700725022581,102.25840975167345,3645318016.6686306,0.012666387246897684,0.4428131680467468,0.005608843064505675
VNM,11396.5313049957,98186856.0,0.38766,0.7580981875000057,0.4666666666666666,0.3685205824381082,0.1344958830320623,0.00654621488,0.06,0.05,0.8,1.5,1.2268121879615614,55.0938607289703,2.333471116049093e-06,5409492969.879462,229.11619245167162,0.017474134226143977,5014.473774198108,55.0938607289703,100.62158468844531,100.62158468844531,0.05074635637365539,0.005706150610026714,0.08800000000000001,1.2268121879615614,3.4677345273531763,1.2268121879615614,0.08800000000000002,13607.03855676846,0.8958710605256704,0.08571928834939278,0.1673665730280847,193.18050824850206,18967786745.402485,0.01695081626843958,0.28519368350609725,0.004834265730031362
ZAF,13478.753856623596,59893885.0,0.6833499999999999,0.3764166252199166,0.4166666666666666,0.2609504893395919,0.3970481022953466,0.204925572138,0.06,0.05,0.8,1.5,0.02353170460455207,21.137085748916036,6.31514854539202e-07,1265982183.0807161,37.82387807356269,0.025264050274123484,2749.6657867512145,21.137085748916036,29.725442865821243,29.725442865821243,0.12464307494052346,0.0008590368999638212,0.068,0.023531704604552072,0.15003612292079166,0.02353170460455207,0.04079999999999999,10537.116805988795,0.3531872721535106,0.040369508320327346,0.10765343308890077,67.24412019344327,4027511601.7922688,0.0049888974091175965,0.3143335906263673,0.0015681780358745149
ZMB,3365.87377980882,20017675.0,0.45761,0.4990347923219916,0.0166666666666666,0.1999607740585774,0.0204125907990442,0.607930948164,0.06,0.05,0.8,1.5,0.0013042107470934332,7.204289816789927,2.130312363082007e-06,144213132.1583103,42.64390053265761,0.00814659971657378,673.174755961764,7.204289816789926,11.04542862571903,11.04542862571903,0.0030210253871556765,0.0009164152622967958,0.1,0.0013042107470934334,0.15680799421118408,0.0013042107470934332,0.04,3366.5340571474344,0.32345698100169745,0.039558809447051944,0.1111888698958817,28.30486042264869,566597496.8609442,0.008409364781425758,0.25452483104369145,0.0021403921501771603
